gene_callers_id	WO_assignment	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen	pct_alignment
445	WOPip4	100.000	1218	0	0	1	1218	43510	44727	0.0	2250	1218	72053	99.9179
446	WOPip4	100.000	195	0	0	1	195	44732	44926	9.08e-102	361	195	72053	99.4872
447	WOPip4	100.000	1374	0	0	1	1374	44923	46296	0.0	2538	1374	72053	99.9272
448	WOPip4	100.000	552	0	0	1	552	46319	46870	0.0	1020	552	72053	99.8188
449	WOPip4	100.000	1179	0	0	1	1179	46863	48041	0.0	2178	1179	72053	99.9152
450	WOPip4	100.000	507	0	0	1	507	48057	48563	0.0	937	507	72053	99.8028
451	WOPip4	100.000	255	0	0	1	255	48600	48854	5.35e-135	472	255	72053	99.6078
452	WOPip4	100.000	2265	0	0	1	2265	48970	51234	0.0	4183	2265	72053	99.9558
453	WOPip4	100.000	357	0	0	1	357	51234	51590	0.0	660	357	72053	99.7199
454	WOPip4	100.000	210	0	0	1	210	51587	51796	4.52e-110	388	210	72053	99.5238
455	WOPip4	100.000	936	0	0	1	936	51797	52732	0.0	1729	936	72053	99.8932
456	WOPip4	100.000	525	0	0	1	525	52789	53313	0.0	970	525	72053	99.8095
457	WOPip4	100.000	216	0	0	1	216	53361	53576	2.15e-113	399	216	72053	99.537
458	WOPip4	100.000	588	0	0	1	588	54155	53568	0.0	1086	588	72053	99.8299
459	WOPip4	100.000	807	0	0	1	807	54214	55020	0.0	1491	807	72053	99.8761
46	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
460	WOPip4	100.000	333	0	0	1	333	55431	55099	3.11e-178	616	333	72053	99.6997
461	WOPip4	100.000	978	0	0	1	978	56808	55831	0.0	1807	978	72053	99.8978
462	WOPip4	100.000	1242	0	0	1	1242	58113	56872	0.0	2294	1242	72053	99.9195
463	WOPip4	100.000	669	0	0	1	669	59077	58409	0.0	1236	669	72053	99.8505
464	WOPip4	100.000	315	0	0	1	315	59579	59265	2.97e-168	582	315	72053	99.6825
465	WOPip4	100.000	555	0	0	1	555	60160	59606	0.0	1026	555	72053	99.8198
466	WOPip4	100.000	912	0	0	1	912	60281	61192	0.0	1685	912	72053	99.8904
467	WOPip4	100.000	7989	0	0	1	7989	69186	61198	0.0	14754	7989	72053	99.9875
468	WOPip4	100.000	264	0	0	1	264	69549	69286	5.52e-140	488	264	72053	99.6212
469	WOPip4	100.000	411	0	0	1	411	70342	70752	0.0	760	411	72053	99.7567
470	WOPip4	100.000	1245	0	0	1	1245	70765	72009	0.0	2300	1245	72053	99.9197
473	WOPip1	99.185	981	0	1	1	981	50226	49254	0.0	1760	981	51606	99.8981
474	WOPip1	100.000	247	0	0	1	247	50484	50238	1.46e-130	457	249	51606	98.7952
49	WOPip1	100.000	247	0	0	1	247	50484	50238	1.46e-130	457	249	51606	98.7952
493	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
50	WOPip1	100.000	411	0	0	1	411	50226	49816	0.0	760	411	51606	99.7567
51	WOPip1	99.780	454	0	1	1	453	49844	49391	0.0	832	453	51606	99.7792
519	WOPip1	99.354	1239	0	1	1	1239	50484	49254	0.0	2237	1239	51606	99.9193
521	WOPip1	100.000	101	0	0	89	189	1023	923	1.58e-49	187	189	51606	52.9101
522	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
524	WOPip1	100.000	58	0	0	298	355	48565	48508	5.54e-25	108	774	51606	7.36434
541	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
558	WOPip1	100.000	104	0	0	359	462	1026	923	8.75e-51	193	462	51606	22.2944
559	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
56	WOPip1	100.000	103	0	0	201	303	1025	923	2.02e-50	191	303	51606	33.6634
562	WOPip2	84.646	254	33	4	598	848	34819	35069	5.81e-67	248	1422	48807	17.5809
57	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
596	WOPip1	100.000	483	0	0	1	483	28856	29338	0.0	893	483	51606	99.793
597	WOPip1	100.000	381	0	0	1	381	28479	28859	0.0	704	381	51606	99.7375
598	WOPip1	97.674	43	0	1	456	498	28413	28454	1.28e-14	73.1	498	51606	8.43373
605	WOPip1	89.041	73	2	2	58	125	50485	50556	6.95e-19	86.1	219	51606	30.5936
606	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
607	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
674	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
68	WOPip1	99.185	981	0	1	1	981	50226	49254	0.0	1760	981	51606	99.8981
69	WOPip1	100.000	247	0	0	1	247	50484	50238	1.46e-130	457	249	51606	98.7952
70	WOPip2	86.111	252	33	2	139	389	34819	35069	1.03e-73	270	1179	48807	21.2044
749	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
792	WOPip5	89.474	57	6	0	1510	1566	2996	2940	4.40e-14	73.1	1665	76824	3.36336
823	WOPip1	100.000	669	0	0	1	669	50484	49816	0.0	1236	669	51606	99.8505
824	WOPip1	100.000	591	0	0	1	591	49844	49254	0.0	1092	591	51606	99.8308
862	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
897	WOPip1	100.000	773	0	0	1	773	134	906	0.0	1428	783	51606	98.5951
898	WOPip1	100.000	247	0	0	1	247	50484	50238	1.46e-130	457	249	51606	98.7952
899	WOPip1	99.185	981	0	1	1	981	50226	49254	0.0	1760	981	51606	99.8981
901	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
902	WOPip4	95.238	42	1	1	137	177	1171	1130	7.17e-13	65.8	177	72053	22.5989
92	WOPip1	100.000	306	0	0	1	306	701	1006	2.90e-163	566	306	51606	99.6732
924	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
925	WOPip1	93.293	164	11	0	1	164	29006	29169	4.69e-66	243	261	51606	62.4521
93	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
931	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
94	WOPip1	99.744	390	0	1	1	390	134	522	0.0	713	390	51606	99.7436
941	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
966	WOPip1	100.000	873	0	0	1	873	134	1006	0.0	1613	873	51606	99.8855
986	WOPip1	98.795	83	0	1	443	525	40912	40831	7.87e-37	147	525	51606	15.619
987	WOPip1	100.000	1344	0	0	1	1344	40393	39050	0.0	2483	1344	51606	99.9256
988	WOPip1	100.000	50	0	0	1	50	38963	38914	1.34e-20	93.5	669	51606	7.32436
