gene_cluster_id	WO_assignmnet	pct_alignment	cov_in_003	cov_in_007	cov_in_011	cov_in_012
GC_00000430			242.820276498	240.903993856	515.097542243	182.761136713
GC_00000431			238.767337808	256.859060403	544.870246085	185.648769575
GC_00000432			275.85	281.566666667	548.763333333	199.183333333
GC_00000433			244.860465116	196.891472868	557.294573643	125.565891473
GC_00000434			270.90960452	254.058757062	516.117514124	172.110734463
GC_00000435			223.838709677	228.620071685	444.455197133	161.120071685
GC_00000436			237.603603604	223.195945946	514.281531532	168.004504505
GC_00000437			240.727802038	273.723435226	544.854439592	195.202328967
GC_00000438			213.60209713	192.875827815	437.174392936	170.353200883
GC_00000439			229.125429553	221.932989691	402.2104811	162.652061856
GC_00000440			215.804400978	215.199674002	436.991850041	160.915240424
GC_00000441			220.467510549	236.83628692	517.95443038	176.086075949
GC_00000442			270.482962963	234.121481481	538.28	193.688888889
GC_00000443			252.476885645	240.620437956	498.121654501	192.618004866
GC_00000444			270.706896552	271.986590038	448.35440613	179.630268199
GC_00000445			224.877192982	284.754385965	510.85380117	158.49122807
GC_00000446			254.609848485	262.949494949	491.483585859	172.65530303
GC_00000447			203.488505747	227.166666667	544.936781609	162.086206897
GC_00000448			194.845474614	229.626931567	459.918322296	154.767108168
GC_00000449			245.814225053	245.479830149	566.006369427	189.93418259
GC_00000450			236.92202729	224.518518519	483.426900585	200.1208577
GC_00000451			264.331569665	254.791887125	459.522045855	189.026455026
GC_00000452			262.88358459	246.272194305	505.50921273	212.930485762
GC_00000453			221.864978903	220.039029536	516.632911392	154.036919831
GC_00000454			227.897435897	217.523076923	483.451282051	158.087179487
GC_00000455			286.518392756	249.177136389	533.375778155	208.288624788
GC_00000456			248.693877551	244.399659864	523.12670068	190.370748299
GC_00000457			230.961382114	252.239837398	512.43699187	162.823170732
GC_00000458			255.992665037	234.512632437	457.697636512	163.591687042
GC_00000459			207.584745763	197.991525424	481.652542373	145.011299435
GC_00000460			246.163043478	247.385869565	504.255434783	183.172101449
GC_00000461		2.00501	219.459064327	216.107351713	461.411862991	147.027986633
GC_00000462			271.703125	232.991319444	540.623263889	189.769097222
GC_00000463			243.490196078	252.380392157	557.156862745	170.584313725
GC_00000464			214.408675799	198.343378995	423.615981735	140.342922374
GC_00000465			229.077669903	239.825242718	482.457928803	167.427184466
GC_00000466			231.699453552	235.454918033	524.87704918	184.202185792
GC_00000467			186.048951049	204.641025641	473.911421911	161.20979021
GC_00000468			207.066074951	194.261341223	414.261341223	160.333333333
GC_00000469			290.008978676	232.810325477	488.7003367	206.664421998
GC_00000470			243.892822026	251.683382498	488.270403147	218.452310718
GC_00000471			275.061044177	251.897991968	536.679518072	193.963052209
GC_00000472			218.558386412	221.522292994	438.532908705	165.550955414
GC_00000473			269.316568047	271.415187377	510.917159763	190.290927022
GC_00000474			220.341199607	191.570304818	476.252704031	167.596853491
GC_00000475			251.137583893	274.281879195	576.156599553	203.361297539
GC_00000476			271.149466192	235.237247924	513.912218268	170.361803084
GC_00000477			206.235142119	228.106804479	456.980189492	166.132644272
GC_00000478			215.388739946	195.937444147	424.207327971	163.350312779
GC_00000479			222.042824074	224.928240741	507.710648148	163.832175926
GC_00000480			235.011251758	216.049226442	472.902953586	175.147679325
GC_00000481			231.655414909	226.50281294	446.76230661	154.82559775
GC_00000482			228.962962963	232.234567901	485.805555556	162.37962963
GC_00000483			266.909560724	234.516795866	502.671834625	200.320413437
GC_00000484			245.635658915	200.76744186	410.488372093	123.387596899
GC_00000485			219.411069652	202.133084577	462.324004975	168.245024876
GC_00000486			244.275735294	238.227941176	466.040441176	181.862745098
GC_00000487			232.544401544	217.106821107	470.285714286	164.337194337
GC_00000488			238.34384858	235.971608833	485.537329127	162.153522608
GC_00000489			231.945707071	250.751893939	534.335227273	178.760732323
GC_00000490			243.838709677	253.021505376	422.329749104	176.845878136
GC_00000491			228.348571429	253.862857143	479.493333333	187.434285714
GC_00000492			221.584397163	179.031205674	404.194326241	156.527659574
GC_00000493			257.197411003	248.070118662	516.012944984	178.675296656
GC_00000494			265.913880446	247.869300912	478.488348531	184.199594732
GC_00000495			260.411670663	246.410871303	475.715427658	189.20303757
GC_00000496			221.14071511	206.933102653	458.626297578	156.186851211
GC_00000497			248.504179728	245.265412748	532.182340648	198.333333333
GC_00000498			234.395395395	214.562562563	494.543543544	196.104104104
GC_00000499			262.326086957	258.833333333	510.5	183.101449275
GC_00000500			286.223646724	268.310541311	505.692307692	187.236467236
GC_00000501			217.11844078	213.745127436	443.069465267	159.328335832
GC_00000502			208.682304527	207.306995885	432.251851852	158.660082305
GC_00000503			228.323057161	229.018625562	525.880539499	177.1522158
GC_00000504			224.077253219	214.522174535	494.662374821	172.409155937
GC_00000505			213.864363404	204.337172105	431.222008957	152.691618682
GC_00000506			292.623582766	261.204081633	543.358276644	180.139455782
GC_00000507			219.143274854	217.615984405	476.002923977	155.401559454
GC_00000508			211.082051282	207.38974359	458.282051282	151.156410256
GC_00000509			252.099259259	245.275555556	538.877037037	190.460740741
GC_00000510			204.907407407	219.010288066	450.647119342	165.53600823
GC_00000511			206.543560606	223.544507576	466.886363636	147.886363636
GC_00000512			233.357142857	206.691729323	496.157894737	141.969924812
GC_00000513			273.957854406	241.740740741	468.828863346	218.089399745
GC_00000514			285.659259259	248.871957672	525.481481481	189.128042328
GC_00000515			291.868766404	261.918635171	524.686351706	197.898950131
GC_00000516			261.751044277	250.947368421	546.144527987	216.819548872
GC_00000517			236.32610006	226.657625075	440.251959011	158.85111513
GC_00000518			254.318318318	222.854354354	431.294294294	174.24024024
GC_00000519			202.046816479	202.737827715	431.715355805	168.076779026
GC_00000520			289.540425532	274.55035461	520.758865248	178.253900709
GC_00000521	WOPip5	99.6416	551.146953405	577.268817204	1146.38709677	444.229390681
GC_00000522			259.01055409	233.732629727	523.83289358	143.638522427
GC_00000523			256.006379585	239.049441786	466.318979266	189.04784689
GC_00000524			227.706140351	268.98245614	515.629385965	187.769736842
GC_00000525			267.475053079	241.338110403	511.149150743	173.478768577
GC_00000526			227.711934156	201.891632373	475.720164609	166.234567901
GC_00000527			219.924574209	251.601784266	482.876723439	208.656123277
GC_00000528			243.207058824	208.721568627	486.789803922	175.484705882
GC_00000529			170.201550388	172.472868217	461.976744186	137.372093023
GC_00000530			256.136178862	264.597560976	500.130081301	193.62601626
GC_00000531			276.988095238	240.400793651	513.98015873	170.825396825
GC_00000532			218.614886731	213.867313916	463.773462783	191.802588997
GC_00000533			228.870967742	194.142174432	441.35125448	161.621266428
GC_00000534			213.162939297	192.997870075	415.069222577	155.10543131
GC_00000535			245.3151341	234.954022989	470.17816092	188.317049808
GC_00000536			209.515299878	203.971440228	476.460220318	159.832721338
GC_00000537			234.417525773	202.278350515	450.08161512	137.335051546
GC_00000538			285.566909976	297.99270073	534.596107056	216.892944039
GC_00000539			210.942307692	216.019230769	457.510683761	189.30982906
GC_00000540			256.857605178	261.239482201	499.024271845	189.585760518
GC_00000541			272.44645006	249.10709988	531.346570397	201.205776173
GC_00000542			195.2845953	185.678851175	463.789382071	153.684943429
GC_00000543			231.237127371	234.985094851	555.959349593	201.575880759
GC_00000544			242.944779116	223.389558233	474.501004016	182.912650602
GC_00000545			272.980582524	250.458468177	511.118662352	188.154261057
GC_00000546			231.902173913	229.554347826	506.286231884	211.264492754
GC_00000547			223.181666667	213.478333333	447.608333333	166.533333333
GC_00000548			227.340359094	208.303278689	466.708821233	173.7470726
GC_00000549			263.098729228	249.962528511	504.138807429	192.613554904
GC_00000550			195.392473118	186.806451613	423.344086022	143.677419355
GC_00000551			260.326034063	235.739659367	476.289537713	181.440389294
GC_00000552			307.684914842	258.361313869	549.51703163	221.344282238
GC_00000553			279.763888889	235.791666667	482.902777778	212.265873016
GC_00000554			268.515073213	222.215331611	509.480620155	185.221360896
GC_00000555			264.641732283	248.725721785	482.106299213	173.654855643
GC_00000556			246.896780303	208.364109848	472.010890152	175.523200758
GC_00000557	WOPip2	99.9545	248.972260118	215.760345612	477.571623465	173.561618918
GC_00000558			210.457227139	219.94100295	473.868731563	150.572271386
GC_00000559			273.860544218	242.555555556	536.241496599	216.671201814
GC_00000560			236.777493606	214.457800512	460.309462916	165.375959079
GC_00000561			266.272496831	243.653992395	515.893536122	184.940430925
GC_00000562			257.333333333	268.577272727	538.687878788	165.348484848
GC_00000563			263.21780303	257.146780303	565.642992424	194.43844697
GC_00000564			191.479233227	216.352502662	444.479233227	156.63684771
GC_00000565			263.68202765	240.012288786	434.821812596	137.437788018
GC_00000566			224.913580247	208.191358025	508.438271605	151.104938272
GC_00000567			284.68707483	243.516156463	476.450680272	183.074829932
GC_00000568			249.804016064	221.898795181	527.841365462	184.514859438
GC_00000569			222.41884058	219.470289855	446.745652174	164.04057971
GC_00000570			257.240514905	245.77303523	545.036585366	186.522357724
GC_00000571			248.308779762	228.892857143	484.986607143	176.723214286
GC_00000572			210.670721817	218.553933496	440.283049473	138.171938362
GC_00000573			263.883986928	232.237745098	498.566993464	186.717320261
GC_00000574			201.056737589	230.127659574	468.930851064	168.333333333
GC_00000575			293.325301205	234.124497992	517.962516734	188.171352075
GC_00000576			237.454887218	213.339598997	396.327067669	141.758145363
GC_00000577			248.069216758	209.985428051	499.220400729	155.561020036
GC_00000578			249.636165577	217.82788671	470.745098039	175.68627451
GC_00000579			203.06455863	221.848484848	435.833992095	158.387351779
GC_00000580			172.474747475	193.409090909	407.550505051	151.085858586
GC_00000581			253.843971631	223.375886525	493.645390071	191.758865248
GC_00000582			251.003030303	257.834848485	525.11969697	201.146969697
GC_00000583			242.760233918	232.350877193	485.711988304	161.554093567
GC_00000584			215.251436782	210.943965517	474.725574713	189.068965517
GC_00000585			263.141025641	243.992673993	504.042124542	184.668498168
GC_00000586			231.790976059	206.681399632	455.737569061	159.165745856
GC_00000587			250.979381443	244.632875143	505.789805269	203.549828179
GC_00000588			206.550179211	189.548387097	414.216845878	175.068100358
GC_00000589			228.893693694	211.116216216	427.571171171	151.804504505
GC_00000590			233.512626263	219.762626263	471.424242424	144.472222222
GC_00000591			260.240740741	238.158869396	522.052631579	178.03411306
GC_00000592			243.792237443	233.420091324	479.452054795	161.600456621
GC_00000593			252.546987952	240.559036145	503.280321285	166.36626506
GC_00000594	WOPip2	99.9717	241.574498162	236.99378004	525.062199604	168.729997173
GC_00000595			252.339662447	232.588607595	433.876933896	167.220815752
GC_00000596			216.541254125	206.891089109	382.844884488	158.188118812
GC_00000597			238.980225989	213.531073446	461.925141243	157.501412429
GC_00000598			256.076124567	239.06805075	486.595155709	175.166666667
GC_00000599			218.075284794	204.315998019	465.699356117	164.646359584
GC_00000600			249.020761246	242.411764706	501.785467128	156.60438293
GC_00000601			253.977777778	238.747474747	502.214141414	195.381818182
GC_00000602			235.605405405	229.657657658	462.378378378	195.803603604
GC_00000603			203.364341085	178.552971576	423.410852713	170.948320413
GC_00000604			254.924242424	246.420875421	507.085858586	199.61952862
GC_00000605			221.10617284	189.422222222	452.060493827	172.925925926
GC_00000606		21.2044	227.486853265	238.339270568	408.530958439	159.720949958
GC_00000607			240.621212121	253.53030303	467.398989899	200.603030303
GC_00000608			255.438356164	212.59086758	460.255707763	147.542465753
GC_00000609			271.976851852	245.141666667	523.119444444	185.762962963
GC_00000610			228.41206544	244.81595092	485.418200409	179.04396728
GC_00000611			214.220101781	195.024173028	457.492366412	147.839694656
GC_00000612			264.716723549	264.814562002	527.675767918	203.965870307
GC_00000613			247.176706827	257.935742972	526.076305221	177.18875502
GC_00000614			266.246762856	257.47354791	535.663337033	191.838327784
GC_00000615			241.570175439	244.420077973	525.544834308	170.539961014
GC_00000616			276.602536998	255.96124031	519.993657505	181.220577872
GC_00000617			258.498608792	215.1508069	514.497495826	197.974958264
GC_00000618			191.917594655	206.361544172	444.152932442	148.986636971
GC_00000619			279.268199234	268.908045977	498.011494253	225.701149425
GC_00000620			272.589784097	242.484992101	499.104265403	195.238020011
GC_00000621			196.540350877	240.810526316	435.477192982	171.666666667
GC_00000622			260.795634921	230.765873016	429.755952381	173.327380952
GC_00000623			274.659033079	237.318066158	512.03562341	184.788804071
GC_00000624			247.424870466	204.006908463	472.898100173	161.549222798
GC_00000625			245.158645276	266.934046346	471.643493761	171.825311943
GC_00000626			270.866666667	255.516239316	542.929059829	204.62991453
GC_00000627			212.98019802	206.528052805	479.234323432	150.097359736
GC_00000628			250.762626263	267.511544012	531.143578644	190.367243867
GC_00000629			265.250555556	245.26	497.625555556	188.27
GC_00000630			264.30749354	237.875968992	537.84496124	170.689922481
GC_00000631			244.110465116	249.63372093	506.065891473	198.600775194
GC_00000632			241.666666667	233.906367041	515.007490637	168.157303371
GC_00000633			265.568965517	251.620689655	483.007183908	191.275862069
GC_00000634		7.36434	243.533591731	255.656330749	511.714470284	184.355297158
GC_00000635			276.813868613	240.493917275	538.652068127	176.145985401
GC_00000636			220.935897436	203.651709402	501.876068376	159.292735043
GC_00000637			258.612268519	240.954861111	529.888888889	176.814814815
GC_00000638			240.220314735	237.610872675	509.505007153	179.141630901
GC_00000639			271.757799672	264.290640394	510.249589491	196.500821018
GC_00000640			217.132315522	233.117048346	456.852417303	148.79389313
GC_00000641	WOPip4	99.6212	218.106060606	214.746212121	449.821969697	168.481060606
GC_00000642			223.094339623	212.144654088	387.691823899	171.647798742
GC_00000643			269.952889619	268.499589154	497.512462339	196.737880033
GC_00000644			262.56025641	234.492307692	493.341025641	172.808974359
GC_00000645			240.168195719	216.160550459	480.480122324	176.584097859
GC_00000646			234.164133739	251.362715299	509.052684904	175.516717325
GC_00000647			231.780874317	207.554098361	499.727322404	178.898360656
GC_00000648			226.825902335	240.04670913	461.719745223	121.129511677
GC_00000649			263.974826389	249.355902778	516.994791667	171.404513889
GC_00000650			212.930415264	211.164983165	379.417508418	167.575757576
GC_00000651			262.521857923	224.196721311	475.183060109	175.420765027
GC_00000652			233.703282828	234.205808081	465.656565657	175.087121212
GC_00000653			183.385964912	163.947368421	357.394736842	126.122807018
GC_00000654			199.267399267	254.937728938	456.857142857	179.63003663
GC_00000655			255.208852006	248.874135546	487.710926694	165.182572614
GC_00000656			242.557291667	230.684027778	458.006944444	144.211805556
GC_00000657			263.93968254	251.182539683	538.765079365	196.741269841
GC_00000658			219.149333333	214.010666667	494.186666667	173.450666667
GC_00000659			229.449612403	229.949260042	515.51726568	174.031712474
GC_00000660			280.530355097	240.280641466	554.534936999	162.576174112
GC_00000661			227.143518519	195.888888889	499.703703704	212.916666667
GC_00000662			230.489265537	221.857627119	513.471186441	188.125423729
GC_00000663			220.459561602	213.276643991	470.272108844	181.851095994
GC_00000664			210.945226917	216.356025039	416.208137715	152.333333333
GC_00000665			258.552083333	243.452083333	483.526041667	192.261458333
GC_00000666			224.112380952	192.893333333	462.15047619	162.967619048
GC_00000667			258.586483391	254.899198167	527.148911798	179.036655212
GC_00000668			197.903460838	210.49726776	444.557377049	176.369763206
GC_00000669			266.983050847	235.95480226	483.231638418	175.392655367
GC_00000670			305.131133672	258.236886633	545.290186125	207.781725888
GC_00000671			198.612709832	206.45323741	435.244004796	178.379496403
GC_00000672			239.875	227.818181818	430.281818182	175.595454545
GC_00000673			255.592592593	234.133655395	465.484702093	196.935587762
GC_00000674			256.810450038	250.307398932	521.252479024	180.019450801
GC_00000675			260.017316017	236.481240981	510.154401154	180.528138528
GC_00000676			253.739130435	226.949275362	512.844202899	190.364130435
GC_00000677			253.123519459	246.346869712	507.886632826	191.292724196
GC_00000678			235.632013201	234.666666667	551.183168317	212.836633663
GC_00000679			221.83982684	238.125541126	470.181818182	155.688311688
GC_00000680			219.047080979	224.427495292	422.881355932	144.853107345
GC_00000681			194.366482505	183.406998158	459.427255985	146.644567219
GC_00000682			249.97648686	245.118948824	453.489626556	179.459197787
GC_00000683			237.857683983	229.105519481	507.738636364	203.807900433
GC_00000684			289.378787879	251.811447811	565.390572391	203.496632997
GC_00000685			242.408408408	268.213213213	554.801801802	171.156156156
GC_00000686			202.481037924	244.085828343	450.087824351	177.53493014
GC_00000687			239.798711755	230.363929147	439.133655395	166.777777778
GC_00000688			257.12295082	264.696721311	504.210382514	207.700364299
GC_00000689			215.783687943	262.397163121	483.556737589	157.04964539
GC_00000690			245.039473684	245.719298246	453.596491228	158.978070175
GC_00000691			331.087855297	274.452196382	503.713178295	188.878552972
GC_00000692			217.298666667	209.285333333	412.976	162.474666667
GC_00000693			170.864978903	213.675105485	421.451476793	137.185654008
GC_00000694			295.64691358	232.117695473	528.075720165	196.145679012
GC_00000695			211.778464709	194.681607419	454.073158166	159.828954147
GC_00000696			252.772357724	246.579268293	537.865853659	177.276422764
GC_00000697			237.148809524	219.591269841	427.751984127	154.418650794
GC_00000698			235.671317829	239.889922481	496.810852713	162.984496124
GC_00000699			189.106321839	192.706896552	449.528735632	141.663793103
GC_00000700			262.044299201	224.017429194	500.018881627	165.787218591
GC_00000701			269.82364571	226.175168051	499.396204033	201.519177541
GC_00000702			262.427385892	270.232365145	559.284923928	203.561549101
GC_00000703			245.023255814	240.050387597	475.290697674	188.151162791
GC_00000704			194.624338624	205.343915344	433.333333333	132.724867725
GC_00000705			213.305555556	227.988425926	513.12037037	216.784722222
GC_00000706			240.023569024	234.612794613	469.164983165	179.457912458
GC_00000707			256.233465608	221.040343915	463.924603175	190.048280423
GC_00000708			239.316831683	218.300330033	498.072607261	208.650165017
GC_00000709			268.817504655	246.391992551	484.644320298	170.636871508
GC_00000710			184.307511737	212.442488263	442.100938967	171.224178404
GC_00000711			221.538461538	195.683760684	481.709401709	161.965811966
GC_00000712			278.437092265	249.587760174	532.530599565	197.936315626
GC_00000713			242.78328742	240.956841139	491.06795225	182.704315886
GC_00000714			244.89940324	226.180733163	499.37254902	187.304347826
GC_00000715			254.742331288	226.440354465	451.078391275	184.261077028
GC_00000716			263.407789233	235.328751432	505.371134021	162.804123711
GC_00000717			206.693069307	195.429042904	385.844884488	143.333333333
GC_00000718			297.808333333	259.305	523.438333333	177.985
GC_00000719			247.499654934	258.376811594	485.336093858	178.376811594
GC_00000720			252.535226078	242.607781283	497.645636172	169.594111462
GC_00000721			250.846477392	235.217665615	556.76340694	187.494216614
GC_00000722			222.948717949	223.484330484	435.481481481	160.381766382
GC_00000723			256.418546366	265.411027569	528.944862155	175.290726817
GC_00000724			233.333333333	246.470748299	452.995918367	162.653061224
GC_00000725			286.469483568	220.370892019	517.690140845	165.103286385
GC_00000726			276.73880597	255.078772803	509.470149254	166.98092869
GC_00000727			289.908045977	279.139573071	526.866995074	163.528735632
GC_00000728			212.23191648	230.554809843	419.084265474	136.196868009
GC_00000729			246.62479062	216.123953099	474.32160804	164.443886097
GC_00000730			262.060981912	247.099224806	495.3374677	200.696124031
GC_00000731			284.03030303	212.539393939	451.375757576	167.739393939
GC_00000732			184.414351852	205.87037037	440.643518519	142.576388889
GC_00000733			220.950268817	213.818548387	448.452284946	166.288306452
GC_00000734			276.1886121	235.525504152	523.408066429	192.930011862
GC_00000735			212.242165242	247.001424501	495.457264957	184.186609687
GC_00000736			278.935054773	251.038341158	554.490610329	225.491392801
GC_00000737			270.848791456	239.480607083	528.531759415	194.495222035
GC_00000738			224.146341463	241.008130081	493.739837398	165.577235772
GC_00000739			193.224	212.333333333	394.432	102.933333333
GC_00000740			235.722720478	228.674887892	477.074738416	177.628550075
GC_00000741	WOPip1	99.7567	235.744525547	246.389294404	474.326034063	183.094890511
GC_00000742			221.666055046	194.711009174	418.354740061	156.212232416
GC_00000743			216.719358534	199.287514318	434.720504009	145.463917526
GC_00000744			192.726708075	194.915113872	415.004140787	151.530020704
GC_00000745			233.415977961	213.130853994	473.634986226	163.97107438
GC_00000746			254.743879473	233.821092279	441.677966102	170.278719397
GC_00000747			264.750122011	268.767691557	569.060029283	182.154709614
GC_00000748			229.25203252	211.856368564	460.501355014	164.609756098
GC_00000749			256.30464135	244.151054852	466.235443038	174.583966245
GC_00000750			235.792792793	218.569369369	481.846846847	167.425225225
GC_00000751			203.727683616	243.752542373	483.157062147	165.703954802
GC_00000752			193.18895966	218.588110403	410.447983015	126.348195329
GC_00000753			277.539548023	253.313559322	513.13653484	187.93126177
GC_00000754			203.752066116	179.570247934	454.526170799	178.983471074
GC_00000755	WOPip5	99.9496	549.998991427	550.160867373	1134.0927887	422.538073626
GC_00000756			255.674147963	238.170407315	513.640897756	177.860764755
GC_00000757			267.807732497	248.060606061	518.680250784	179.78369906
GC_00000758			257.236652237	248.229437229	574.210678211	206.832611833
GC_00000759			241.59912854	261.51416122	460.797385621	174.376906318
GC_00000760			251.716336826	222.745052386	478.391928599	181.988358556
GC_00000761			281.761006289	272.635220126	476.977987421	194.827044025
GC_00000762			220.425795053	211.487632509	484.550058893	160.537102473
GC_00000763			276.674373796	246.610789981	483.231213873	176.809248555
GC_00000764			255.170798898	229.848484848	505.6184573	165.986225895
GC_00000765			215.01119403	218.713930348	444.541044776	169.864427861
GC_00000766			257.207439199	253.793991416	528.380543634	200.459227468
GC_00000767			255.895522388	224.370646766	460.514925373	196.094527363
GC_00000768			277.108108108	257.045045045	548.369369369	215.706306306
GC_00000769			256.128010139	272.835234474	471.264892269	182.558935361
GC_00000770			266.648809524	280.602380952	502.111904762	181.888095238
GC_00000771			278.800970874	246.339805825	525.171521036	173.265372168
GC_00000772			215.641744548	214.295950156	467.909657321	160.591900312
GC_00000773			241.065217391	208.927536232	459.927536232	152.758454106
GC_00000774			266.298122066	258.518779343	519.575899844	203.013302034
GC_00000775			219.344117647	211.905882353	440.958823529	144.17254902
GC_00000776			200.250793651	190.43968254	450.838095238	142.265079365
GC_00000777			294.06920904	236.450564972	516.857344633	190.313559322
GC_00000778			211.642857143	197.360544218	488.163265306	185.401360544
GC_00000779			230.639566396	233.514905149	376.04200542	159.941734417
GC_00000780			243.854368932	195.019417476	479.194174757	161.935275081
GC_00000781			206.569105691	200.598373984	450.404878049	155.647154472
GC_00000782			221.714884696	201.528301887	467.123689727	149.576519916
GC_00000783			278.102798982	254.65394402	538.439185751	203.757251908
GC_00000784			220.027613412	209.290927022	492.65877712	173.597633136
GC_00000785			231.247863248	246.376068376	549.726495726	210.463675214
GC_00000786			247.849415205	265.342836257	507.401315789	169.455409357
GC_00000787			262.620624409	235.825607064	513.478082624	197.221696626
GC_00000788			275.331723027	254.758454106	518.797101449	190.174718196
GC_00000789			230.154696133	228.432780847	479.545119705	199.593001842
GC_00000790			267.169734151	253.674164963	497.70074983	189.614860259
GC_00000791			232.775067751	267.379403794	492.830623306	199.502710027
GC_00000792			256.547965116	254.119186047	520.932170543	192.260658915
GC_00000793		47.4747	216.070707071	224.717171717	428.04040404	210.070707071
GC_00000794			218.468913858	213.993258427	463.773033708	175.03071161
GC_00000795			219.241645244	236.853470437	438.40017138	146.545844045
GC_00000796			206.443298969	194.804123711	438.333333333	188.714776632
GC_00000797			256.710071639	235.914875685	496.772861357	171.008006743
GC_00000798			212.438666667	221.778666667	478.045333333	182.312
GC_00000799			218.523344191	203.585233442	466.508143322	159.380021716
GC_00000800			250.681681682	244.112112112	548.92992993	166.817817818
GC_00000801			236.214975845	211.707729469	443.925120773	143.193236715
GC_00000802			245.504575163	222.696732026	434.100653595	166.041176471
GC_00000803	WOPip5	99.8095	1062.19047619	1033.95619048	1716.95809524	564.078095238
GC_00000804			276.726287263	245.401084011	583.032520325	207.308943089
GC_00000805			245.103668262	238.258373206	506.794258373	156.956937799
GC_00000806			218.531862745	247.18872549	424.833333333	166.509803922
GC_00000807			245.915397631	246.846023689	510.92893401	177.503384095
GC_00000808			258.866260163	248.213414634	510.87195122	183.703658537
GC_00000809			224.189964158	232.051075269	499.202508961	177.525089606
GC_00000810			217.085443038	201.13185654	414.401898734	160.476793249
GC_00000811			227.349845201	268.227038184	528.545923633	196.348813209
GC_00000812			273.28277635	237.994858612	450.135389889	152.519280206
GC_00000813			260.232704403	227.496855346	488.41509434	157.767295597
GC_00000814			224.309309309	196.791791792	463.478478478	133.706706707
GC_00000815			224.164319249	250.177621283	512.452269171	183.805164319
GC_00000816			234.899782135	222.788671024	471.48583878	170
GC_00000817			274.254994742	228.021030494	502.137223975	200.552050473
GC_00000818			191.83480826	233.613569322	446.539823009	153.477876106
GC_00000819			239.867424242	190.579545455	474.223484848	185.458333333
GC_00000820			290.500910747	270.366120219	561.660291439	202.827868852
GC_00000821			216.755555556	214.014814815	424.796296296	180.503703704
GC_00000822			247.470948012	264.406727829	490.183486239	215.314984709
GC_00000823			277.685831622	268.851471595	520.989048597	185.142368241
GC_00000824			240.043478261	245.218196457	507.60547504	185.487922705
GC_00000825			260.330943847	266.593787336	464.223416965	162.908004779
GC_00000826			248.388888889	206.948148148	488.396296296	210.8
GC_00000827			237.479069767	231.201550388	465.184496124	163.92248062
GC_00000828			276.425531915	266.117021277	472.758865248	182.739361702
GC_00000829			275.76462585	268.493877551	525.972789116	177.408163265
GC_00000830		22.5989	233.853107345	203.293785311	428.508474576	155.242937853
GC_00000831			211.488070893	216.471029312	415.386843899	137.739604635
GC_00000832			213.966371681	202.027138643	433.420648968	158.233038348
GC_00000833			232.191321499	225.272189349	453.284023669	176.057199211
GC_00000834			203.474226804	225.951890034	392.130584192	178.003436426
GC_00000835			198.973886329	189.19969278	432.376344086	171.701996928
GC_00000836			247.664160401	255.969924812	523.085213033	193.313283208
GC_00000837			260.256944444	263.458333333	425.958333333	155.361111111
GC_00000838			211.381220657	235.000469484	419.184976526	151.803755869
GC_00000839			247.573281453	225.620622568	480.749027237	158.780155642
GC_00000840			272.494296578	254.515842839	569.404309252	197.560202788
GC_00000841			275.938804896	252.100791937	518.894168467	193.96400288
GC_00000842			205.431372549	209.021786492	454.194625999	175.77124183
GC_00000843			223.645288994	232.897862233	428.170229612	141.139350752
GC_00000844			241.468302658	246.314928425	515.067484663	171.143149284
GC_00000845			232.423129252	212.555102041	509.386394558	154.039455782
GC_00000846			222.098159509	223.157464213	481.605316973	162.016359918
GC_00000847			235.958333333	187.496031746	457.406746032	160.771825397
GC_00000848			251.431372549	241.806184012	480.704374057	187.459276018
GC_00000849			248.514514515	235.177177177	519.418418418	178.419419419
GC_00000850			211.728923476	230.232814527	407.438391699	142.726977951
GC_00000851			260.142045455	223.490530303	521.329545455	189.320075758
GC_00000852			237.421686747	240.385542169	522.550200803	205.116465863
GC_00000853			211.733796296	188.578703704	363.689814815	140.1875
GC_00000854		59.3137	212.985294118	201.923529412	480.944117647	165.415686275
GC_00000855			277.100529101	242.012093726	490.47845805	181.844293273
GC_00000856			253.080415045	208.649805447	482.40077821	189.69001297
GC_00000857			234.848861284	220.279503106	428.045548654	185.053830228
GC_00000858			259.557333333	256.961333333	514.44	160.494666667
GC_00000859			226.312572088	231.551326413	490.99538639	173.880046136
GC_00000860			265.46010929	266.52295082	506.433879781	191.97704918
GC_00000861			250.366402116	248.091931217	511.441137566	185.810846561
GC_00000862			269.544846051	260.441767068	512.101740295	211.704149933
GC_00000863			242.717829457	238.398449612	487.448062016	179.094573643
GC_00000864			270.459845985	250.314081408	540.876787679	203.041254125
GC_00000865			229.236467236	203.371794872	432.735754986	169.162393162
GC_00000866			288.243569554	265.384776903	540.607349081	190.727559055
GC_00000867			220.408902692	218.629399586	390.037267081	170.330227743
GC_00000868			242.107855108	227.904354904	489.863247863	171.513227513
GC_00000869			267.662174304	244.593890386	494.202156334	189.460017969
GC_00000870			216.333921223	195.751322751	442.251616696	172.865961199
GC_00000871			265.51650165	245.048679868	482.278877888	183.188118812
GC_00000872			241.409830391	213.875043268	478.176531672	176.293181031
GC_00000873			173.206896552	193.67816092	442.951724138	138.108045977
GC_00000874			244.786482335	222.516129032	446.797235023	173.675883257
GC_00000875			214.125240848	231.125240848	450.658959538	178.886319846
GC_00000876			226.159955257	226.313199105	438.093959732	154.356823266
