sample	reference_genome	project	weighted_mean_cov	weighted_detection	total_length
BGT_SAMN07136599_65_2011_11_12	HIMB2250	BGT	11.15	0.8488	1330391
BGT_SAMN07136606_39_2011_11_15	FZCC0015	BGT	12.5	0.8368	1364101
BGT_SAMN07136606_39_2011_11_15	HIMB123	BGT	10.14316028958045	0.8209154389703107	1271840
BGT_SAMN07136606_39_2011_11_15	HIMB1456	BGT	10.671894043926477	0.8580742657014575	1353489
BGT_SAMN07136606_39_2011_11_15	HIMB2250	BGT	11.26	0.8445	1330391
BGT_SAMN07136614_50_2011_12_07	RS40	BGT	14.34	0.9014	1378905
BGT_SAMN07136615_74_2011_12_07	RS40	BGT	13.96	0.8998	1378905
BGT_SAMN07136622_11_2010_06_17	HIMB1436	BGT	12.48786239357895	0.8261015206305207	1208525
BGT_SAMN07136622_11_2010_06_17	RS39	BGT	14.02	0.8151	1200090
BGT_SAMN07136623_77_2010_06_17	HIMB1436	BGT	10.31795332406032	0.8173695551188432	1208525
BGT_SAMN07136623_77_2010_06_17	HTCC7211	BGT	11.32	0.7314	1456888
BGT_SAMN07136623_77_2010_06_17	RS39	BGT	11.6	0.8204	1200090
BGT_SAMN07136623_77_2010_06_17	RS40	BGT	12.03	0.8164000000000001	1378905
BGT_SAMN07136627_12_2010_06_19	HIMB1402	BGT	16.0361788115473	0.9106168004111294	1177245
BGT_SAMN07136627_12_2010_06_19	HIMB1436	BGT	21.26703764572516	0.8942679743488964	1208525
BGT_SAMN07136627_12_2010_06_19	HIMB1437	BGT	16.3	0.8801999999999999	1221307
BGT_SAMN07136627_12_2010_06_19	HIMB2104	BGT	18.5830491492568	0.9167963071670882	1205064
BGT_SAMN07136627_12_2010_06_19	HIMB2187	BGT	14.303094420239878	0.8076976669974936	1188940
BGT_SAMN07136627_12_2010_06_19	HIMB2200	BGT	15.660857062329336	0.8836341531455232	1211436
BGT_SAMN07136627_12_2010_06_19	HIMB2204	BGT	14.034726554308977	0.8539471561360009	1249462
BGT_SAMN07136627_12_2010_06_19	HIMB2226	BGT	14.369011026124296	0.8122748420499524	1193257
BGT_SAMN07136627_12_2010_06_19	HIMB2305	BGT	13.809145946254434	0.7924471769090738	1366736
BGT_SAMN07136627_12_2010_06_19	RS39	BGT	10.95	0.8177	1200090
BGT_SAMN07136627_12_2010_06_19	RS40	BGT	20.97	0.8923	1378905
BGT_SAMN07136632_9_2010_05_11	HTCC1002	BGT	22.198568757912355	0.8849757411084299	1328618
BGT_SAMN07136632_9_2010_05_11	HTCC8051	BGT	16.58	0.8348000000000001	1395018
BGT_SAMN07136632_9_2010_05_11	HTCC9022	BGT	16.54590870980847	0.8160651235258444	1358744
BGT_SAMN07136632_9_2010_05_11	NP1	BGT	31.2	0.8951	1365705
BGT_SAMN07136633_50_2010_05_11	HTCC1002	BGT	10.115963926425804	0.8407718329120937	1328618
BGT_SAMN07136633_50_2010_05_11	HTCC8051	BGT	15.310000000000002	0.8271	1395018
BGT_SAMN07136633_50_2010_05_11	HTCC9022	BGT	15.00916802723692	0.804030763852499	1358744
BGT_SAMN07136633_50_2010_05_11	NP1	BGT	13.920000000000002	0.8586	1365705
BGT_SAMN07136634_75_2010_05_11	FZCC0015	BGT	86.14	0.8637	1364101
BGT_SAMN07136634_75_2010_05_11	HIMB123	BGT	69.0172627948484	0.8473590608095358	1271840
BGT_SAMN07136634_75_2010_05_11	HIMB140	BGT	12.21	0.5627	1437930
BGT_SAMN07136634_75_2010_05_11	HIMB1409	BGT	46.3543790009436	0.8309278582912115	1313059
BGT_SAMN07136634_75_2010_05_11	HIMB1413	BGT	44.21	0.8134	1348413
BGT_SAMN07136634_75_2010_05_11	HIMB1436	BGT	19.246150494859435	0.6886211437082393	1208525
BGT_SAMN07136634_75_2010_05_11	HIMB1444	BGT	36.90945941929514	0.7593742682205649	1305448
BGT_SAMN07136634_75_2010_05_11	HIMB1456	BGT	68.40934565061113	0.8550015749001284	1353489
BGT_SAMN07136634_75_2010_05_11	HIMB1483	BGT	51.99076740886984	0.6417347156304889	1207531
BGT_SAMN07136634_75_2010_05_11	HIMB1485	BGT	15.28882660814252	0.6238550362107629	1422091
BGT_SAMN07136634_75_2010_05_11	HIMB1488	BGT	10.79	0.5362	1537287
BGT_SAMN07136634_75_2010_05_11	HIMB1495	BGT	12.025488349488883	0.5753048200004282	1448109
BGT_SAMN07136634_75_2010_05_11	HIMB1509	BGT	11.725650625659904	0.5610760827701936	1452866
BGT_SAMN07136634_75_2010_05_11	HIMB1556	BGT	10.25	0.5417	1464126
BGT_SAMN07136634_75_2010_05_11	HIMB1559	BGT	11.87	0.5628	1489298
BGT_SAMN07136634_75_2010_05_11	HIMB1573	BGT	11.34	0.5672	1445467
BGT_SAMN07136634_75_2010_05_11	HIMB1685	BGT	12.45	0.5618	1455495
BGT_SAMN07136634_75_2010_05_11	HIMB1695	BGT	12.852898438582631	0.578004025906149	1421593
BGT_SAMN07136634_75_2010_05_11	HIMB1709	BGT	16.54552193161155	0.5539609555673524	1426001
BGT_SAMN07136634_75_2010_05_11	HIMB2104	BGT	11.163724917514754	0.5245309487296941	1205064
BGT_SAMN07136634_75_2010_05_11	HIMB2187	BGT	15.765811916497046	0.5866186434975693	1188940
BGT_SAMN07136634_75_2010_05_11	HIMB2201	BGT	41.92	0.7883	1359742
BGT_SAMN07136634_75_2010_05_11	HIMB2226	BGT	14.800218041880331	0.5826217492962539	1193257
BGT_SAMN07136634_75_2010_05_11	HIMB2250	BGT	66.94	0.8545999999999999	1330391
BGT_SAMN07136634_75_2010_05_11	HIMB83	BGT	66.6	0.8358	1395997
BGT_SAMN07136634_75_2010_05_11	HTCC1002	BGT	72.16388947763768	0.8762079195826039	1328618
BGT_SAMN07136634_75_2010_05_11	HTCC7211	BGT	61.51	0.877	1456888
BGT_SAMN07136634_75_2010_05_11	HTCC7214	BGT	66.5	0.88	1375060
BGT_SAMN07136634_75_2010_05_11	HTCC8051	BGT	177.3	0.8863	1395018
BGT_SAMN07136634_75_2010_05_11	HTCC9022	BGT	166.43216016615344	0.8694306879000017	1358744
BGT_SAMN07136634_75_2010_05_11	HTCC9565	BGT	36.68315948436867	0.6407145533159226	1279674
BGT_SAMN07136634_75_2010_05_11	NP1	BGT	97.03	0.8843	1365705
BGT_SAMN07136634_75_2010_05_11	RS39	BGT	22.78	0.7096	1200090
BGT_SAMN07136638_10_2010_06_13	FZCC0015	BGT	17.88	0.789	1364101
BGT_SAMN07136638_10_2010_06_13	HIMB058	BGT	12.5387962918939	0.6829862621642636	1115049
BGT_SAMN07136638_10_2010_06_13	HIMB123	BGT	15.230187098927535	0.7451609601050446	1271840
BGT_SAMN07136638_10_2010_06_13	HIMB1409	BGT	13.16105989570918	0.7248457916285559	1313059
BGT_SAMN07136638_10_2010_06_13	HIMB1413	BGT	13.85	0.7064	1348413
BGT_SAMN07136638_10_2010_06_13	HIMB1436	BGT	28.81539682968908	0.9053288410252168	1208525
BGT_SAMN07136638_10_2010_06_13	HIMB1444	BGT	13.196858265974592	0.6644876280403356	1305448
BGT_SAMN07136638_10_2010_06_13	HIMB1456	BGT	15.57434866643172	0.7511860386748618	1353489
BGT_SAMN07136638_10_2010_06_13	HIMB1483	BGT	10.832421196640087	0.5201495161614899	1207531
BGT_SAMN07136638_10_2010_06_13	HIMB1485	BGT	11.50302050993924	0.6918697949006076	1422091
BGT_SAMN07136638_10_2010_06_13	HIMB1695	BGT	10.478677040475016	0.6466260936850421	1421593
BGT_SAMN07136638_10_2010_06_13	HIMB1709	BGT	10.47744284961932	0.5635596477842582	1426001
BGT_SAMN07136638_10_2010_06_13	HIMB2187	BGT	22.173506047403567	0.8637595072922097	1188940
BGT_SAMN07136638_10_2010_06_13	HIMB2201	BGT	17.06	0.6881	1359742
BGT_SAMN07136638_10_2010_06_13	HIMB2226	BGT	20.935906766103194	0.8564225864168407	1193257
BGT_SAMN07136638_10_2010_06_13	HIMB2250	BGT	15.31	0.787	1330391
BGT_SAMN07136638_10_2010_06_13	HIMB83	BGT	13.53	0.709	1395997
BGT_SAMN07136638_10_2010_06_13	HTCC7211	BGT	61.91	0.9846	1456888
BGT_SAMN07136638_10_2010_06_13	HTCC7214	BGT	29.1	0.863	1375060
BGT_SAMN07136638_10_2010_06_13	RS39	BGT	41.95	0.9121	1200090
BGT_SAMN07136639_75_2010_06_13	FZCC0015	BGT	16.37	0.8544	1364101
BGT_SAMN07136639_75_2010_06_13	HIMB123	BGT	13.011730797112843	0.8376020404296138	1271840
BGT_SAMN07136639_75_2010_06_13	HIMB1456	BGT	12.897207984837705	0.8426760708952936	1353489
BGT_SAMN07136639_75_2010_06_13	HIMB2250	BGT	13.140000000000002	0.8454	1330391
BGT_SAMN07136639_75_2010_06_13	HIMB83	BGT	12.169999999999998	0.8135999999999999	1395997
BGT_SAMN07136643_8_2010_06_16	HIMB1436	BGT	10.363195374195818	0.78469285694545	1208525
BGT_SAMN07136643_8_2010_06_16	RS39	BGT	11.63	0.781	1200090
BGT_SAMN07136650_10_2011_03_14	HIMB1436	BGT	15.525973516476698	0.912478401522517	1208525
BGT_SAMN07136650_10_2011_03_14	HIMB2104	BGT	10.88313090508056	0.905019697543035	1205064
BGT_SAMN07136650_10_2011_03_14	HIMB2187	BGT	10.955740104631015	0.8464333974801084	1188940
BGT_SAMN07136650_10_2011_03_14	HIMB2226	BGT	10.662497743570748	0.8616339999681544	1193257
BGT_SAMN07136652_11_2011_03_15	HIMB1436	BGT	12.341927347800004	0.8974135047268365	1208525
BGT_SAMN07136655_10_2011_03_17	HIMB1402	BGT	12.264520698750047	0.9257784533380902	1177245
BGT_SAMN07136655_10_2011_03_17	HIMB1436	BGT	15.043439390000207	0.90162160551085	1208525
BGT_SAMN07136655_10_2011_03_17	HIMB1437	BGT	10.44	0.8662	1221307
BGT_SAMN07136655_10_2011_03_17	HIMB2104	BGT	13.821338916439291	0.9198271967298004	1205064
BGT_SAMN07136655_10_2011_03_17	HIMB2200	BGT	10.758315638217784	0.8867971175860714	1211436
BGT_SAMN07136655_10_2011_03_17	HIMB2226	BGT	10.27020285655144	0.8874386315772713	1193257
BGT_SAMN07136658_9_2011_03_18	HIMB1402	BGT	16.93827562656881	0.9194754647503282	1177245
BGT_SAMN07136658_9_2011_03_18	HIMB1436	BGT	18.094229081897357	0.8832485910510746	1208525
BGT_SAMN07136658_9_2011_03_18	HIMB1437	BGT	13.95	0.8574	1221307
BGT_SAMN07136658_9_2011_03_18	HIMB2104	BGT	18.046558606015942	0.9125932401100688	1205064
BGT_SAMN07136658_9_2011_03_18	HIMB2187	BGT	10.739657779198277	0.7545320574629503	1188940
BGT_SAMN07136658_9_2011_03_18	HIMB2200	BGT	14.515528725908757	0.8812546390564586	1211436
BGT_SAMN07136658_9_2011_03_18	HIMB2204	BGT	13.467103385297031	0.859213967051419	1249462
BGT_SAMN07136658_9_2011_03_18	HIMB2226	BGT	12.510681202792023	0.8593848220458795	1193257
BGT_SAMN07136658_9_2011_03_18	RS40	BGT	10.23	0.8023	1378905
BGT_SAMN07136661_49_2011_03_20	HIMB1402	BGT	12.40386335299789	0.9167640926909862	1177245
BGT_SAMN07136661_49_2011_03_20	HIMB1436	BGT	19.86188895852382	0.9044801769926148	1208525
BGT_SAMN07136661_49_2011_03_20	HIMB1437	BGT	11.94	0.8789	1221307
BGT_SAMN07136661_49_2011_03_20	HIMB2104	BGT	14.300671906222409	0.9213862687790856	1205064
BGT_SAMN07136661_49_2011_03_20	HIMB2187	BGT	12.214537520816862	0.7978663998183256	1188940
BGT_SAMN07136661_49_2011_03_20	HIMB2200	BGT	11.674807325157913	0.8973079092003209	1211436
BGT_SAMN07136661_49_2011_03_20	HIMB2204	BGT	11.127552786719406	0.8702747146371799	1249462
BGT_SAMN07136661_49_2011_03_20	HIMB2226	BGT	13.593633081557453	0.8626105463450036	1193257
BGT_SAMN07136661_49_2011_03_20	RS40	BGT	11.09	0.8576	1378905
BGT_SAMN07136662_10_2011_03_22	HIMB1436	BGT	15.66874056192466	0.8973835646759479	1208525
BGT_SAMN07136662_10_2011_03_22	HIMB2187	BGT	10.723300233821725	0.8078413070466129	1188940
BGT_SAMN07136662_10_2011_03_22	HIMB2226	BGT	10.962799497509756	0.8268945312702963	1193257
BGT_SAMN07136663_49_2011_03_22	HIMB1436	BGT	18.72096037467161	0.909357119298318	1208525
BGT_SAMN07136663_49_2011_03_22	HIMB2104	BGT	10.22973885702336	0.8956406553510851	1205064
BGT_SAMN07136663_49_2011_03_22	HIMB2187	BGT	11.921100879775262	0.8152303223039009	1188940
BGT_SAMN07136663_49_2011_03_22	HIMB2226	BGT	12.66537493599451	0.8441263809053707	1193257
BGT_SAMN07136666_10_2011_03_23	HIMB2104	BGT	10.33624650143063	0.8818175188205771	1205064
BGT_SAMN07136669_10_2011_03_24	HIMB1402	BGT	12.15955176874822	0.8776673729767381	1177245
BGT_SAMN07136669_10_2011_03_24	HIMB1437	BGT	12.97	0.865	1221307
BGT_SAMN07136669_10_2011_03_24	HIMB2104	BGT	16.474180906574258	0.9120867787934914	1205064
BGT_SAMN07136669_10_2011_03_24	HIMB2200	BGT	13.377452257502666	0.8744435727846952	1211436
BGT_SAMN07136669_10_2011_03_24	HIMB2204	BGT	10.88171628268807	0.8113937178561654	1249462
BGT_SAMN07136678_10_2011_03_05	HTCC1002	BGT	22.20314507555972	0.7954302645305122	1328618
BGT_SAMN07136678_10_2011_03_05	HTCC9565	BGT	14.009476042335782	0.6767709307995631	1279674
BGT_SAMN07136678_10_2011_03_05	NP1	BGT	36.3	0.888	1365705
BGT_SAMN07136679_49_2011_03_05	HTCC1002	BGT	28.10281407899035	0.8288722236188281	1328618
BGT_SAMN07136679_49_2011_03_05	HTCC9565	BGT	20.067008261479096	0.7597320281571712	1279674
BGT_SAMN07136679_49_2011_03_05	NP1	BGT	45.9	0.9051	1365705
BGT_SAMN07136680_11_2011_03_06	HTCC1002	BGT	41.17864289359319	0.8537616230549339	1328618
BGT_SAMN07136680_11_2011_03_06	HTCC8051	BGT	13.11	0.8414000000000001	1395018
BGT_SAMN07136680_11_2011_03_06	HTCC9022	BGT	10.33888462845098	0.7122638820999394	1358744
BGT_SAMN07136680_11_2011_03_06	HTCC9565	BGT	25.784752741713906	0.7307642262013606	1279674
BGT_SAMN07136680_11_2011_03_06	NP1	BGT	72.46	0.9131	1365705
BGT_SAMN07136681_51_2011_03_06	HTCC1002	BGT	42.063540972649776	0.8131686669908129	1328618
BGT_SAMN07136681_51_2011_03_06	HTCC9565	BGT	25.8598980209022	0.7153890121234001	1279674
BGT_SAMN07136681_51_2011_03_06	NP1	BGT	72.14	0.9005000000000001	1365705
BGT_SAMN07136683_10_2011_03_08	HTCC8051	BGT	25.370000000000005	0.9336	1395018
BGT_SAMN07136683_10_2011_03_08	HTCC9022	BGT	18.692231209999825	0.7935924430209075	1358744
BGT_SAMN07136686_10_2011_03_09	HTCC8051	BGT	26.370000000000005	0.917	1395018
BGT_SAMN07136686_10_2011_03_09	HTCC9022	BGT	17.225003133629293	0.7429403259922399	1358744
BGT_SAMN07136687_51_2011_03_09	HTCC8051	BGT	20.05	0.8814999999999998	1395018
BGT_SAMN07136687_51_2011_03_09	HTCC9022	BGT	14.823395857350611	0.7392882651919714	1358744
BGT_SAMN07136689_10_2011_03_10	HTCC8051	BGT	33.45	0.9539	1395018
BGT_SAMN07136689_10_2011_03_10	HTCC9022	BGT	23.76708166630359	0.8051815372137798	1358744
BGT_SAMN07136690_50_2011_03_10	HTCC8051	BGT	12.79	0.8650000000000001	1395018
BGT_SAMN07136699_33_2010_10_24	FZCC0015	BGT	17.17	0.8329	1364101
BGT_SAMN07136699_33_2010_10_24	HIMB058	BGT	15.326570176467582	0.7396902568766036	1115049
BGT_SAMN07136699_33_2010_10_24	HIMB123	BGT	15.022309588706127	0.8132041550037741	1271840
BGT_SAMN07136699_33_2010_10_24	HIMB1436	BGT	11.63602438410459	0.8589499270598456	1208525
BGT_SAMN07136699_33_2010_10_24	HIMB1456	BGT	13.034778787504	0.8313560221619829	1353489
BGT_SAMN07136699_33_2010_10_24	HIMB2250	BGT	13.42	0.8378999999999999	1330391
BGT_SAMN07136699_33_2010_10_24	HIMB2305	BGT	11.388677400983072	0.7819699251281886	1366736
BGT_SAMN07136699_33_2010_10_24	HIMB83	BGT	13.05	0.7647	1395997
BGT_SAMN07136699_33_2010_10_24	RS39	BGT	16.11	0.8792	1200090
BGT_SAMN07136699_33_2010_10_24	RS40	BGT	23.83	0.9113	1378905
BGT_SAMN07136706_51_2010_10_30	FZCC0015	BGT	13.21	0.8070999999999999	1364101
BGT_SAMN07136706_51_2010_10_30	HIMB058	BGT	13.751615342285406	0.7658114375780796	1115049
BGT_SAMN07136706_51_2010_10_30	HIMB123	BGT	12.210440049062775	0.7968275632154989	1271840
BGT_SAMN07136706_51_2010_10_30	HIMB1456	BGT	10.821582712596852	0.8103251715972573	1353489
BGT_SAMN07136706_51_2010_10_30	HIMB2250	BGT	11.81	0.8169	1330391
BGT_SAMN07136706_51_2010_10_30	RS40	BGT	15.55	0.8779000000000001	1378905
BGT_SAMN07136712_31_2010_11_02	HIMB1456	BGT	10.615702391389956	0.8194254519911133	1353489
BGT_SAMN07136712_31_2010_11_02	HIMB2104	BGT	11.312608980933792	0.8784763451567718	1205064
BGT_SAMN07136712_31_2010_11_02	HIMB2250	BGT	12.06	0.822	1330391
BGT_SAMN07136712_31_2010_11_02	HIMB2305	BGT	13.70211002578406	0.782505880726051	1366736
BGT_SAMN07136712_31_2010_11_02	RS40	BGT	30.55	0.9131	1378905
BGT_SAMN07136713_50_2010_11_02	RS40	BGT	14.480000000000002	0.864	1378905
BGT_SAMN07136758_15_2011_05_24	HIMB1436	BGT	10.004210086841397	0.8914750581907698	1208525
BGT_SAMN07136761_9_2010_05_22	FZCC0015	BGT	25.67	0.8598999999999999	1364101
BGT_SAMN07136761_9_2010_05_22	HIMB123	BGT	20.21017314992452	0.8413763005566738	1271840
BGT_SAMN07136761_9_2010_05_22	HIMB1409	BGT	14.294038766498687	0.8227351767590032	1313059
BGT_SAMN07136761_9_2010_05_22	HIMB1413	BGT	13.54	0.8028000000000001	1348413
BGT_SAMN07136761_9_2010_05_22	HIMB1436	BGT	10.30843019482427	0.8311835651558718	1208525
BGT_SAMN07136761_9_2010_05_22	HIMB1444	BGT	11.347655671462975	0.743889147097395	1305448
BGT_SAMN07136761_9_2010_05_22	HIMB1456	BGT	19.545402905380094	0.8461015417118277	1353489
BGT_SAMN07136761_9_2010_05_22	HIMB1483	BGT	10.416935021958029	0.5766942118256176	1207531
BGT_SAMN07136761_9_2010_05_22	HIMB2201	BGT	13.2	0.7870000000000001	1359742
BGT_SAMN07136761_9_2010_05_22	HIMB2250	BGT	20.81	0.8648	1330391
BGT_SAMN07136761_9_2010_05_22	HIMB83	BGT	18.19	0.8174	1395997
BGT_SAMN07136761_9_2010_05_22	HTCC7211	BGT	25.64	0.9662	1456888
BGT_SAMN07136761_9_2010_05_22	HTCC7214	BGT	14.410000000000002	0.8656	1375060
BGT_SAMN07136761_9_2010_05_22	RS39	BGT	13.55	0.8669	1200090
BGT_SAMN07136762_51_2010_05_22	FZCC0015	BGT	20.38	0.8635	1364101
BGT_SAMN07136762_51_2010_05_22	HIMB123	BGT	15.836336203060132	0.8491128842464462	1271840
BGT_SAMN07136762_51_2010_05_22	HIMB1409	BGT	11.747593747820927	0.8421279631760644	1313059
BGT_SAMN07136762_51_2010_05_22	HIMB1413	BGT	10.77	0.8238	1348413
BGT_SAMN07136762_51_2010_05_22	HIMB1456	BGT	16.330988211754953	0.8643117472103579	1353489
BGT_SAMN07136762_51_2010_05_22	HIMB2201	BGT	10.54	0.8116	1359742
BGT_SAMN07136762_51_2010_05_22	HIMB2250	BGT	16.9	0.8702	1330391
BGT_SAMN07136762_51_2010_05_22	HIMB83	BGT	15.03	0.8331999999999999	1395997
BGT_SAMN07136762_51_2010_05_22	HTCC7211	BGT	10.05	0.932	1456888
BGT_SAMN07136763_76_2010_05_22	FZCC0015	BGT	18.46	0.8602000000000001	1364101
BGT_SAMN07136763_76_2010_05_22	HIMB123	BGT	14.988289559614415	0.8482439623694804	1271840
BGT_SAMN07136763_76_2010_05_22	HIMB1456	BGT	14.0759967523046	0.8495970410398607	1353489
BGT_SAMN07136763_76_2010_05_22	HIMB2250	BGT	14.27	0.8452	1330391
BGT_SAMN07136763_76_2010_05_22	HIMB83	BGT	13.7	0.8188	1395997
BGT_SAMN07136766_15_2011_05_14	HIMB2104	BGT	11.070184049145938	0.9145015137785212	1205064
BGT_SAMN07136766_15_2011_05_14	HIMB2250	BGT	10.21	0.8333	1330391
BGT_SAMN07136767_50_2011_05_14	FZCC0015	BGT	10.4	0.8036	1364101
BGT_SAMN07136767_50_2011_05_14	HIMB123	BGT	10.478315017926784	0.8247878171782614	1271840
BGT_SAMN07136767_50_2011_05_14	HIMB2104	BGT	11.949688712798658	0.9145521044525436	1205064
BGT_SAMN07136767_50_2011_05_14	HIMB2250	BGT	11.08	0.843	1330391
BGT_SAMN07136774_30_2011_05_16	FZCC0015	BGT	12.95	0.8143	1364101
BGT_SAMN07136774_30_2011_05_16	HIMB123	BGT	12.673275327792805	0.8355159376965656	1271840
BGT_SAMN07136774_30_2011_05_16	HIMB1409	BGT	10.432118685557922	0.849575951880304	1313059
BGT_SAMN07136774_30_2011_05_16	HIMB1413	BGT	10.28	0.8229	1348413
BGT_SAMN07136774_30_2011_05_16	HIMB1456	BGT	12.107051835847946	0.838904735841961	1353489
BGT_SAMN07136774_30_2011_05_16	HIMB2104	BGT	14.03389809171961	0.9206581272032024	1205064
BGT_SAMN07136774_30_2011_05_16	HIMB2200	BGT	10.68654333691586	0.8757162466692421	1211436
BGT_SAMN07136774_30_2011_05_16	HIMB2250	BGT	13.83	0.8544	1330391
BGT_SAMN07136774_30_2011_05_16	HIMB83	BGT	10.49	0.7811	1395997
BGT_SAMN07136785_50_2011_05_31	HIMB1436	BGT	14.053198389772655	0.8831791892596348	1208525
BGT_SAMN07136785_50_2011_05_31	HIMB2187	BGT	11.319382559254462	0.8258921625986173	1188940
BGT_SAMN07136785_50_2011_05_31	HIMB2226	BGT	11.011664159523052	0.8098006566062467	1193257
BGT_SAMN07136785_50_2011_05_31	RS39	BGT	10.47	0.8204	1200090
BGT_SAMN07136790_30_2011_06_01	HIMB1436	BGT	13.905324926832296	0.8698710631554994	1208525
BGT_SAMN07136790_30_2011_06_01	HIMB2187	BGT	12.212819200296062	0.8340842530321126	1188940
BGT_SAMN07136790_30_2011_06_01	HIMB2226	BGT	11.492345362315076	0.8163824611127359	1193257
BGT_SAMN07136790_30_2011_06_01	RS39	BGT	11.76	0.8313	1200090
BGT_SAMN07136801_31_2011_06_14	HIMB1436	BGT	15.846544860222172	0.8474935184625887	1208525
BGT_SAMN07136801_31_2011_06_14	HIMB2187	BGT	13.301271990176122	0.7890945677662455	1188940
BGT_SAMN07136801_31_2011_06_14	HIMB2226	BGT	12.783785462813125	0.7766657894317821	1193257
BGT_SAMN07136801_31_2011_06_14	RS39	BGT	11.84	0.7582	1200090
BGT_SAMN07136809_31_2011_06_18	HIMB1436	BGT	16.794823011853293	0.8484742167518255	1208525
BGT_SAMN07136809_31_2011_06_18	HIMB2187	BGT	14.52594591821286	0.804476343465608	1188940
BGT_SAMN07136809_31_2011_06_18	HIMB2226	BGT	13.905225563311172	0.7837938144926031	1193257
BGT_SAMN07136809_31_2011_06_18	RS39	BGT	13.28	0.7763	1200090
BGT_SAMN07136815_51_2011_06_19	HIMB1436	BGT	13.242636066279143	0.802679579901119	1208525
BGT_SAMN07136815_51_2011_06_19	HIMB2187	BGT	11.270585143068615	0.7442220657055865	1188940
BGT_SAMN07136815_51_2011_06_19	HIMB2226	BGT	10.849315788635645	0.733242305722908	1193257
BGT_SAMN07136818_15_2011_06_19	HIMB1436	BGT	10.74548252456507	0.8224278435282679	1208525
BGT_SAMN07136821_77_2011_06_19	HIMB1436	BGT	13.026797839680604	0.7248711197534184	1208525
BGT_SAMN07136821_77_2011_06_19	HIMB2187	BGT	12.38766423873366	0.685584898985651	1188940
BGT_SAMN07136821_77_2011_06_19	HIMB2226	BGT	11.43317894636277	0.6461536891884984	1193257
BGT_SAMN07136821_77_2011_06_19	RS39	BGT	11.72	0.6548	1200090
BGT_SAMN07136874_30_2011_06_21	HIMB1436	BGT	11.692237220413316	0.8915560354978176	1208525
BGT_SAMN07136879_50_2011_05_26	HIMB1436	BGT	10.254898953352228	0.8582310546327134	1208525
BGT_SAMN07136904_76_2011_06_12	HIMB1436	BGT	10.919714942760804	0.865400138764196	1208525
BGT_SAMN07136915_6_2010_10_20	FZCC0015	BGT	13.060000000000002	0.8087999999999999	1364101
BGT_SAMN07136915_6_2010_10_20	HIMB123	BGT	12.189176947414769	0.8067186663416782	1271840
BGT_SAMN07136915_6_2010_10_20	HIMB1456	BGT	11.584263539999217	0.8136003551709693	1353489
BGT_SAMN07136915_6_2010_10_20	HIMB2250	BGT	11.72	0.814	1330391
BGT_SAMN07136916_21_2010_10_20	FZCC0015	BGT	20.02	0.8538	1364101
BGT_SAMN07136916_21_2010_10_20	HIMB123	BGT	18.3056423624827	0.8539320254906277	1271840
BGT_SAMN07136916_21_2010_10_20	HIMB1409	BGT	12.799155505761735	0.8606878986397413	1313059
BGT_SAMN07136916_21_2010_10_20	HIMB1413	BGT	11.67	0.827	1348413
BGT_SAMN07136916_21_2010_10_20	HIMB1456	BGT	17.694396404041704	0.8671468877545366	1353489
BGT_SAMN07136916_21_2010_10_20	HIMB2201	BGT	10.53	0.7985	1359742
BGT_SAMN07136916_21_2010_10_20	HIMB2250	BGT	18.28	0.8701000000000001	1330391
BGT_SAMN07136916_21_2010_10_20	HIMB83	BGT	15.18	0.8211	1395997
BGT_SAMN07136919_81_2010_10_20	FZCC0015	BGT	17.02	0.8351	1364101
BGT_SAMN07136919_81_2010_10_20	HIMB123	BGT	15.704565895081142	0.8319077410680589	1271840
BGT_SAMN07136919_81_2010_10_20	HIMB1409	BGT	11.16095087451516	0.8247558621737484	1313059
BGT_SAMN07136919_81_2010_10_20	HIMB1413	BGT	10.31	0.7918	1348413
BGT_SAMN07136919_81_2010_10_20	HIMB1456	BGT	15.368801723892844	0.8409942831600404	1353489
BGT_SAMN07136919_81_2010_10_20	HIMB2250	BGT	15.650000000000002	0.844	1330391
BGT_SAMN07136919_81_2010_10_20	HIMB83	BGT	13.21	0.7878	1395997
BGT_SAMN07136921_10_2010_10_23	HTCC8051	BGT	24.0	0.902	1395018
BGT_SAMN07136921_10_2010_10_23	HTCC9022	BGT	17.184191492878718	0.7471037465482829	1358744
BGT_SAMN07136922_21_2010_10_23	HTCC8051	BGT	19.36	0.9024	1395018
BGT_SAMN07136922_21_2010_10_23	HTCC9022	BGT	13.588777760196182	0.7552875514445694	1358744
BGT_SAMN07136923_50_2010_10_23	HTCC8051	BGT	17.69	0.9018	1395018
BGT_SAMN07136923_50_2010_10_23	HTCC9022	BGT	12.18990031501151	0.7407108627968182	1358744
BGT_SAMN07136924_59_2010_10_23	HTCC8051	BGT	18.71	0.9126	1395018
BGT_SAMN07136924_59_2010_10_23	HTCC9022	BGT	12.776084782578618	0.7496855373344795	1358744
BGT_SAMN07136934_21_2010_10_27	HTCC8051	BGT	29.55	0.9185	1395018
BGT_SAMN07136934_21_2010_10_27	HTCC9022	BGT	19.93783023132687	0.7509183903914203	1358744
BGT_SAMN07136935_51_2010_10_27	HTCC8051	BGT	26.11	0.9145	1395018
BGT_SAMN07136935_51_2010_10_27	HTCC9022	BGT	17.600462589818246	0.7501047343281737	1358744
