query_genome_name	query_genome_length	target_genome_name	target_genome_length	matching_nucleotides	average_identity
TARA_ASE_MAG_00006	2981946	TARA_ASW_MAG_00030	2679253	2007758	99.557340
TARA_ASE_MAG_00006	2981946	TARA_ASW_MAG_00031	2212212	3233	98.920000
TARA_ASE_MAG_00006	2981946	TARA_RED_MAG_00104	2927257	10109	99.296407
TARA_ASE_MAG_00006	2981946	TARA_PSE_MAG_00143	2167782	1639624	99.635648
TARA_ASE_MAG_00006	2981946	TARA_PON_MAG_00080	3162381	17363	98.633571
TARA_ASE_MAG_00006	2981946	TARA_PSW_MAG_00062	3467416	101986	99.597054
TARA_ASE_MAG_00006	2981946	TARA_IOS_MAG_00067	2931784	5771	99.048425
TARA_ASE_MAG_00006	2981946	TARA_SOC_MAG_00002	4429622	881	96.250000
TARA_PSW_MAG_00130	4027331	TARA_ANW_MAG_00072	2210463	1152306	99.983793
TARA_RED_MAG_00106	2443502	TARA_MED_MAG_00133	2339957	14064	98.733972
TARA_ASW_MAG_00030	2679253	TARA_PON_MAG_00080	3162381	5494	97.813892
TARA_ASW_MAG_00030	2679253	TARA_ION_MAG_00065	2471135	2020084	99.616393
TARA_ASW_MAG_00030	2679253	TARA_ASE_MAG_00006	2981946	2007979	99.555917
TARA_ASW_MAG_00030	2679253	TARA_PSE_MAG_00143	2167782	1751075	99.624294
TARA_ASW_MAG_00030	2679253	TARA_PSE_MAG_00142	3126293	3748	94.946041
TARA_ASW_MAG_00030	2679253	TARA_PSW_MAG_00062	3467416	3538	99.916518
TARA_PON_MAG_00058	2056034	TARA_PSE_MAG_00135	2090215	2941	96.530000
TARA_IOS_MAG_00009	3979872	TARA_PSE_MAG_00040	2900708	5754	98.590000
TARA_IOS_MAG_00009	3979872	TARA_RED_MAG_00104	2927257	1459	100.000000
TARA_IOS_MAG_00009	3979872	TARA_ANW_MAG_00009	5050254	3191	99.970000
TARA_IOS_MAG_00009	3979872	TARA_ION_MAG_00005	4164337	3973435	99.988750
TARA_IOS_MAG_00009	3979872	TARA_PSW_MAG_00095	3237080	3177862	99.982543
TARA_IOS_MAG_00009	3979872	TARA_PSE_MAG_00036	3841746	3662552	99.984900
TARA_PON_MAG_00037	797999	TARA_ANW_MAG_00028	868128	761690	99.991419
TARA_PSE_MAG_00106	3409887	TARA_PSW_MAG_00128	3169933	4776	95.338333
TARA_PSE_MAG_00106	3409887	TARA_ANW_MAG_00070	2068611	2882	99.550000
TARA_PSE_MAG_00106	3409887	TARA_ANW_MAG_00040	3168685	44739	99.778316
TARA_PSE_MAG_00106	3409887	TARA_PSW_MAG_00111	3697401	30025	91.940082
TARA_PSE_MAG_00106	3409887	TARA_ASW_MAG_00016	2623217	26310	99.458014
TARA_PSE_MAG_00106	3409887	TARA_ASW_MAG_00008	3571655	11994	94.618787
TARA_SOC_MAG_00009	2111948	TARA_ASW_MAG_00010	2239951	8761	99.990000
TARA_SOC_MAG_00009	2111948	TARA_ANE_MAG_00007	2448482	1637631	99.575240
TARA_SOC_MAG_00009	2111948	TARA_PON_MAG_00025	2557562	1631814	99.583088
TARA_SOC_MAG_00009	2111948	TARA_PSE_MAG_00069	2036447	1513728	99.696677
TARA_SOC_MAG_00009	2111948	TARA_ION_MAG_00015	2980441	35827	99.348739
TARA_SOC_MAG_00009	2111948	TARA_PSW_MAG_00063	2851959	1610584	99.698860
TARA_PSW_MAG_00111	3697401	TARA_ANE_MAG_00009	5226535	4040	99.977344
TARA_PSW_MAG_00111	3697401	TARA_PSE_MAG_00106	3409887	30022	91.937880
TARA_PSW_MAG_00111	3697401	TARA_PSE_MAG_00113	3613878	3417859	99.901480
TARA_PSW_MAG_00111	3697401	TARA_ASW_MAG_00008	3571655	3432630	99.945719
TARA_ASE_MAG_00027	2072055	TARA_IOS_MAG_00060	2848082	5015	98.941149
TARA_ASE_MAG_00027	2072055	TARA_IOS_MAG_00070	2207053	655366	99.109404
TARA_ASE_MAG_00027	2072055	TARA_RED_MAG_00006	3754020	73317	97.573713
TARA_MED_MAG_00140	6745678	TARA_ASW_MAG_00040	2459457	442639	99.148481
TARA_MED_MAG_00140	6745678	TARA_ANE_MAG_00091	11715560	2209527	99.040342
TARA_MED_MAG_00140	6745678	TARA_PSE_MAG_00137	12785141	2545898	98.961084
TARA_MED_MAG_00140	6745678	TARA_IOS_MAG_00078	2099809	396327	99.099023
TARA_MED_MAG_00140	6745678	TARA_IOS_MAG_00077	2022702	251604	98.678999
TARA_MED_MAG_00140	6745678	TARA_PON_MAG_00079	6126826	1218612	99.137810
TARA_ION_MAG_00024	905795	TARA_RED_MAG_00087	1483655	1675	94.390000
TARA_ION_MAG_00024	905795	TARA_IOS_MAG_00021	1204041	858211	99.739674
TARA_PSE_MAG_00024	4253894	TARA_ASW_MAG_00002	4012046	1210	96.530000
TARA_PON_MAG_00016	1472662	TARA_ANE_MAG_00051	1129719	5640	92.830000
TARA_PON_MAG_00016	1472662	TARA_ANE_MAG_00036	1200065	10058	98.318431
TARA_PSW_MAG_00080	2324340	TARA_IOS_MAG_00041	3169777	12016	93.320690
TARA_ANE_MAG_00007	2448482	TARA_ASW_MAG_00010	2239951	7979	99.970000
TARA_ANE_MAG_00007	2448482	TARA_ASW_MAG_00026	2014761	15624	100.000000
TARA_ANE_MAG_00007	2448482	TARA_PON_MAG_00025	2557562	2161494	99.817114
TARA_ANE_MAG_00007	2448482	TARA_PSE_MAG_00069	2036447	1792593	99.612450
TARA_ANE_MAG_00007	2448482	TARA_ION_MAG_00015	2980441	16217	99.746824
TARA_ANE_MAG_00007	2448482	TARA_SOC_MAG_00009	2111948	1637537	99.573206
TARA_ANE_MAG_00007	2448482	TARA_PSW_MAG_00063	2851959	2141509	99.818507
TARA_ANE_MAG_00095	2013794	TARA_PSW_MAG_00129	2607126	6347	91.979674
TARA_ANE_MAG_00095	2013794	TARA_PSE_MAG_00135	2090215	1137379	99.406259
TARA_ANE_MAG_00095	2013794	TARA_MED_MAG_00137	3110655	1634488	99.411834
TARA_ANE_MAG_00095	2013794	TARA_ASE_MAG_00031	2195948	12730	96.551028
TARA_PON_MAG_00079	6126826	TARA_ASW_MAG_00040	2459457	752732	99.470186
TARA_PON_MAG_00079	6126826	TARA_ANE_MAG_00091	11715560	3728917	99.387387
TARA_PON_MAG_00079	6126826	TARA_MED_MAG_00141	14084407	2843412	99.172190
TARA_PON_MAG_00079	6126826	TARA_PSE_MAG_00137	12785141	3769033	99.318818
TARA_PON_MAG_00079	6126826	TARA_IOS_MAG_00078	2099809	887049	99.349397
TARA_PON_MAG_00079	6126826	TARA_MED_MAG_00140	6745678	1218367	99.140344
TARA_PON_MAG_00079	6126826	TARA_IOS_MAG_00077	2022702	580404	99.233991
TARA_ANE_MAG_00099	2133633	TARA_RED_MAG_00119	15250294	1591770	99.383965
TARA_ANE_MAG_00099	2133633	TARA_IOS_MAG_00071	11772798	1144462	99.490767
TARA_ANE_MAG_00099	2133633	TARA_ANW_MAG_00074	9401388	1014397	99.401878
TARA_ANE_MAG_00064	1233586	TARA_MED_MAG_00133	2339957	56277	99.344888
TARA_ANE_MAG_00064	1233586	TARA_MED_MAG_00094	1502839	40450	99.144383
TARA_ANW_MAG_00052	1364737	TARA_ASW_MAG_00025	860883	74118	98.532026
TARA_ION_MAG_00028	1032139	TARA_RED_MAG_00083	1203399	571668	99.290975
TARA_ION_MAG_00028	1032139	TARA_PSW_MAG_00049	1821452	733690	99.372070
TARA_ANE_MAG_00045	1851283	TARA_ASE_MAG_00004	2390320	1714345	99.562787
TARA_ANE_MAG_00045	1851283	TARA_MED_MAG_00029	2295313	1075188	99.244378
TARA_PSW_MAG_00050	4438983	TARA_PSE_MAG_00022	3894688	3996	100.000000
TARA_PSW_MAG_00050	4438983	TARA_PSE_MAG_00015	5166000	4305410	99.960927
TARA_PSE_MAG_00009	3639767	TARA_ION_MAG_00021	3230972	3151496	99.989424
TARA_PSE_MAG_00009	3639767	TARA_PSW_MAG_00008	3606880	3594772	99.990341
TARA_MED_MAG_00102	1450688	TARA_PSW_MAG_00024	1569057	951	100.000000
TARA_MED_MAG_00102	1450688	TARA_ION_MAG_00001	2070973	2835	99.860000
TARA_MED_MAG_00102	1450688	TARA_ANW_MAG_00041	1676457	7282	99.736235
TARA_MED_MAG_00102	1450688	TARA_RED_MAG_00037	2018209	3005	100.000000
TARA_PSE_MAG_00113	3613878	TARA_PSW_MAG_00128	3169933	11447	99.021469
TARA_PSE_MAG_00113	3613878	TARA_ANE_MAG_00009	5226535	989	100.000000
TARA_PSE_MAG_00113	3613878	TARA_PSW_MAG_00111	3697401	3417634	99.902026
TARA_PSE_MAG_00113	3613878	TARA_ASW_MAG_00008	3571655	3266392	99.908260
TARA_MED_MAG_00077	2025414	TARA_ANE_MAG_00067	1938314	1631011	99.669811
TARA_PON_MAG_00022	5858080	TARA_ANW_MAG_00037	5009243	4714908	99.745906
TARA_PON_MAG_00022	5858080	TARA_PSW_MAG_00017	5964731	5738941	99.856727
TARA_IOS_MAG_00073	4370095	TARA_ASE_MAG_00037	2448483	24210	99.547394
TARA_IOS_MAG_00073	4370095	TARA_ASE_MAG_00026	8405240	1150755	98.967457
TARA_PSW_MAG_00049	1821452	TARA_ION_MAG_00028	1032139	733703	99.372168
TARA_PSW_MAG_00049	1821452	TARA_RED_MAG_00083	1203399	716021	99.147799
TARA_ASW_MAG_00025	860883	TARA_ANW_MAG_00052	1364737	74126	98.529944
TARA_ASW_MAG_00025	860883	TARA_ANW_MAG_00054	1415007	3506	99.370000
TARA_ANW_MAG_00005	2343823	TARA_PSE_MAG_00012	2336488	2335710	99.990219
TARA_ANW_MAG_00005	2343823	TARA_ANE_MAG_00021	2215790	2199482	99.990128
TARA_PSW_MAG_00125	2159895	TARA_ANW_MAG_00072	2210463	244893	99.986448
TARA_PSE_MAG_00082	2667809	TARA_PSW_MAG_00123	2656216	1256876	99.151698
TARA_ASE_MAG_00013	1276601	TARA_ANE_MAG_00039	1212848	940708	99.332395
TARA_PSE_MAG_00010	4593238	TARA_PSW_MAG_00032	4510814	7205	100.000000
TARA_PSE_MAG_00010	4593238	TARA_PSW_MAG_00079	4535052	4419092	99.969822
TARA_ION_MAG_00010	3397202	TARA_ASW_MAG_00027	2394703	2374331	99.931225
TARA_ION_MAG_00010	3397202	TARA_PSE_MAG_00002	3411210	3364690	99.951712
TARA_ASW_MAG_00004	3202824	TARA_ASE_MAG_00001	3419659	3154953	99.964174
TARA_ASW_MAG_00004	3202824	TARA_RED_MAG_00022	3655333	403898	94.305655
TARA_ASW_MAG_00004	3202824	TARA_ANE_MAG_00037	3266448	2438927	97.387559
TARA_ASW_MAG_00004	3202824	TARA_IOS_MAG_00006	3234375	3088	100.000000
TARA_ASW_MAG_00004	3202824	TARA_PON_MAG_00023	4291755	1519	99.800000
TARA_ASW_MAG_00004	3202824	TARA_ION_MAG_00067	2941447	377412	94.364668
TARA_ASW_MAG_00004	3202824	TARA_MED_MAG_00058	3389560	346040	95.578132
TARA_ASW_MAG_00004	3202824	TARA_ION_MAG_00014	4469063	4941	97.810000
TARA_ASW_MAG_00004	3202824	TARA_PSW_MAG_00031	5328746	5779	99.270000
TARA_ASW_MAG_00004	3202824	TARA_ANW_MAG_00006	5485499	5783	99.270000
TARA_ANE_MAG_00080	2018150	TARA_PSE_MAG_00138	2171009	21085	99.273923
TARA_PSE_MAG_00132	4212701	TARA_ASW_MAG_00033	2135916	2859	100.000000
TARA_PSE_MAG_00132	4212701	TARA_ASW_MAG_00044	2373764	195510	99.762393
TARA_PSW_MAG_00095	3237080	TARA_PSE_MAG_00040	2900708	4701	98.275733
TARA_PSW_MAG_00095	3237080	TARA_ION_MAG_00005	4164337	3229094	99.985885
TARA_PSW_MAG_00095	3237080	TARA_IOS_MAG_00009	3979872	3177043	99.986120
TARA_PSW_MAG_00095	3237080	TARA_PSE_MAG_00036	3841746	2979260	99.979952
TARA_PON_MAG_00003	2821876	TARA_ANW_MAG_00008	2983999	2778101	99.992158
TARA_PON_MAG_00003	2821876	TARA_PSW_MAG_00016	3020619	2803018	99.989875
TARA_IOS_MAG_00052	1763461	TARA_PSW_MAG_00010	2084563	736279	98.991754
TARA_ASE_MAG_00032	12391309	TARA_ANW_MAG_00081	2279971	201257	98.445367
TARA_ASE_MAG_00032	12391309	TARA_ASW_MAG_00039	3501361	308763	98.360339
TARA_ASE_MAG_00032	12391309	TARA_ASW_MAG_00037	2179362	518868	98.766336
TARA_ASE_MAG_00032	12391309	TARA_ASW_MAG_00034	3334468	443015	98.436237
TARA_ASE_MAG_00032	12391309	TARA_ANW_MAG_00075	2699399	486551	98.556645
TARA_ASE_MAG_00032	12391309	TARA_ANW_MAG_00074	9401388	7940	97.941131
TARA_ASE_MAG_00032	12391309	TARA_ANE_MAG_00090	5559939	3560993	99.216591
TARA_ASE_MAG_00032	12391309	TARA_PSE_MAG_00140	12657102	1901	99.210000
TARA_ASE_MAG_00032	12391309	TARA_PON_MAG_00078	10631134	1495	98.150000
TARA_PSW_MAG_00104	2111061	TARA_RED_MAG_00099	2023840	1135	94.190000
TARA_RED_MAG_00052	1198370	TARA_IOS_MAG_00054	821453	645072	99.562486
TARA_ANW_MAG_00047	1210184	TARA_ASW_MAG_00024	1087680	6022	99.384636
TARA_ANW_MAG_00047	1210184	TARA_IOS_MAG_00045	1184019	922204	99.435542
TARA_ANW_MAG_00028	868128	TARA_PON_MAG_00037	797999	761691	99.991823
TARA_ASW_MAG_00008	3571655	TARA_PSW_MAG_00128	3169933	51618	99.711921
TARA_ASW_MAG_00008	3571655	TARA_ANE_MAG_00009	5226535	971	100.000000
TARA_ASW_MAG_00008	3571655	TARA_PSE_MAG_00106	3409887	11994	94.618787
TARA_ASW_MAG_00008	3571655	TARA_PSE_MAG_00113	3613878	3266434	99.908420
TARA_ASW_MAG_00008	3571655	TARA_PSW_MAG_00111	3697401	3432461	99.946559
TARA_PSE_MAG_00151	2127209	TARA_ANE_MAG_00100	2028999	20904	99.270356
TARA_PSW_MAG_00099	3256549	TARA_RED_MAG_00104	2927257	3270	98.290000
TARA_PSW_MAG_00099	3256549	TARA_IOS_MAG_00063	2753388	1301	94.850000
TARA_PSW_MAG_00099	3256549	TARA_ION_MAG_00023	3076003	2915427	99.871418
TARA_PSW_MAG_00099	3256549	TARA_RED_MAG_00107	2566664	2085159	99.636252
TARA_PSW_MAG_00099	3256549	TARA_IOS_MAG_00067	2931784	13662	98.158698
TARA_PSW_MAG_00064	3020418	TARA_IOS_MAG_00057	3008856	896709	98.877062
TARA_ANW_MAG_00009	5050254	TARA_ION_MAG_00005	4164337	3229	99.970000
TARA_ANW_MAG_00009	5050254	TARA_ION_MAG_00032	3679393	3950	99.950785
TARA_ANW_MAG_00009	5050254	TARA_IOS_MAG_00009	3979872	3191	99.970000
TARA_ANW_MAG_00009	5050254	TARA_PSE_MAG_00036	3841746	3228	99.970000
TARA_PSW_MAG_00129	2607126	TARA_ANE_MAG_00095	2013794	6346	91.978426
TARA_PSW_MAG_00129	2607126	TARA_ANE_MAG_00096	2071192	837791	99.043463
TARA_PSW_MAG_00129	2607126	TARA_PSE_MAG_00135	2090215	4472	93.364808
TARA_PSW_MAG_00129	2607126	TARA_ASE_MAG_00031	2195948	723100	99.229956
TARA_PSW_MAG_00129	2607126	TARA_PON_MAG_00061	4476822	9233	99.423649
TARA_PSW_MAG_00129	2607126	TARA_MED_MAG_00137	3110655	7162	94.529880
TARA_PSW_MAG_00129	2607126	TARA_SOC_MAG_00002	4429622	3806	100.000000
TARA_ION_MAG_00073	4042279	TARA_ANW_MAG_00083	2134347	1167526	99.417478
TARA_ION_MAG_00073	4042279	TARA_ANE_MAG_00098	2344935	276018	98.990863
TARA_ION_MAG_00073	4042279	TARA_ASW_MAG_00042	11827969	2836	97.879739
TARA_ION_MAG_00073	4042279	TARA_ANE_MAG_00097	2132135	1158710	99.320545
TARA_ION_MAG_00073	4042279	TARA_ASE_MAG_00033	2625458	77587	98.976291
TARA_ION_MAG_00073	4042279	TARA_PSW_MAG_00133	4053059	1665985	99.439707
TARA_ION_MAG_00073	4042279	TARA_IOS_MAG_00068	11476843	1907	99.530000
TARA_ION_MAG_00073	4042279	TARA_ANW_MAG_00085	2258924	324778	99.107265
TARA_ION_MAG_00073	4042279	TARA_ASE_MAG_00035	2004217	438919	99.242858
TARA_ION_MAG_00073	4042279	TARA_PSW_MAG_00135	3998261	7387	98.947217
TARA_ION_MAG_00073	4042279	TARA_IOS_MAG_00076	2867483	342106	99.131597
TARA_ION_MAG_00073	4042279	TARA_PSE_MAG_00147	2737533	1498525	99.429372
TARA_ION_MAG_00073	4042279	TARA_IOS_MAG_00075	2967592	1474191	99.414487
TARA_RED_MAG_00073	372010	TARA_ION_MAG_00018	779316	319508	99.719452
TARA_ANW_MAG_00066	2299262	TARA_PSE_MAG_00067	3908052	7960	96.930948
TARA_ANW_MAG_00066	2299262	TARA_PSE_MAG_00040	2900708	2086796	99.752328
TARA_ANW_MAG_00066	2299262	TARA_IOS_MAG_00006	3234375	2231100	99.844830
TARA_ANW_MAG_00066	2299262	TARA_PSW_MAG_00004	4269650	11914	98.008967
TARA_ANW_MAG_00066	2299262	TARA_RED_MAG_00104	2927257	557	99.820000
TARA_ANW_MAG_00066	2299262	TARA_IOS_MAG_00007	4062480	12508	96.645473
TARA_ANW_MAG_00066	2299262	TARA_PON_MAG_00034	2117274	1460370	99.398616
TARA_ANW_MAG_00066	2299262	TARA_ASW_MAG_00009	3295614	2263667	99.815807
TARA_PSW_MAG_00045	2758566	TARA_MED_MAG_00105	1782733	2736	97.840000
TARA_ASW_MAG_00029	3864562	TARA_PON_MAG_00080	3162381	2910846	99.817821
TARA_ASW_MAG_00029	3864562	TARA_PSE_MAG_00134	3312014	1313511	98.414578
TARA_ASW_MAG_00029	3864562	TARA_ASE_MAG_00006	2981946	8003	90.532529
TARA_ASW_MAG_00029	3864562	TARA_PSE_MAG_00143	2167782	5024	98.240000
TARA_ASW_MAG_00029	3864562	TARA_PSE_MAG_00142	3126293	18774	97.394493
TARA_ASW_MAG_00029	3864562	TARA_PSW_MAG_00062	3467416	1901554	98.613178
TARA_IOS_MAG_00010	1800217	TARA_PSW_MAG_00002	1969578	1779653	99.600586
TARA_IOS_MAG_00010	1800217	TARA_ION_MAG_00013	1989346	1725900	99.771405
TARA_ANE_MAG_00096	2071192	TARA_PSW_MAG_00129	2607126	837728	99.043815
TARA_ANE_MAG_00096	2071192	TARA_PSE_MAG_00135	2090215	1342	99.700000
TARA_ANE_MAG_00096	2071192	TARA_ASE_MAG_00031	2195948	457845	99.199357
TARA_ANE_MAG_00096	2071192	TARA_PON_MAG_00061	4476822	4217	98.720000
TARA_ANE_MAG_00096	2071192	TARA_MED_MAG_00137	3110655	4682	96.153020
TARA_ANE_MAG_00096	2071192	TARA_SOC_MAG_00002	4429622	3478	94.550000
TARA_PSW_MAG_00011	1368843	TARA_PSE_MAG_00021	1334008	6375	87.950000
TARA_ASW_MAG_00012	4451478	TARA_PSE_MAG_00114	2258363	20001	99.869168
TARA_IOS_MAG_00044	2267338	TARA_PON_MAG_00050	2090795	1542881	99.563098
TARA_IOS_MAG_00044	2267338	TARA_PSW_MAG_00083	2531449	789828	99.131720
TARA_IOS_MAG_00044	2267338	TARA_RED_MAG_00098	2227220	1118050	99.263184
TARA_PSW_MAG_00083	2531449	TARA_PON_MAG_00050	2090795	770990	99.124729
TARA_PSW_MAG_00083	2531449	TARA_RED_MAG_00096	2055416	5620	99.250000
TARA_PSW_MAG_00083	2531449	TARA_IOS_MAG_00044	2267338	789808	99.131504
TARA_PSW_MAG_00083	2531449	TARA_RED_MAG_00098	2227220	450696	98.965785
TARA_PSW_MAG_00083	2531449	TARA_ION_MAG_00056	1879694	4006	98.100000
TARA_PSE_MAG_00124	2025031	TARA_PON_MAG_00021	3638235	1200	95.760000
TARA_PSE_MAG_00124	2025031	TARA_ANE_MAG_00094	2084911	450949	99.835563
TARA_PSE_MAG_00124	2025031	TARA_PSW_MAG_00124	2516850	5585	99.928451
TARA_PSE_MAG_00124	2025031	TARA_IOS_MAG_00023	4138368	9674	98.359410
TARA_PSE_MAG_00124	2025031	TARA_ASW_MAG_00002	4012046	6007	92.015928
TARA_ASE_MAG_00024	5868632	TARA_ANW_MAG_00071	8349014	5020	98.864558
TARA_ASE_MAG_00024	5868632	TARA_ANE_MAG_00088	8390428	11753	95.548497
TARA_ASE_MAG_00024	5868632	TARA_ANE_MAG_00086	7749457	3851559	99.372986
TARA_ASE_MAG_00024	5868632	TARA_ASW_MAG_00035	9066357	1535841	98.547911
TARA_ASE_MAG_00024	5868632	TARA_ION_MAG_00072	13667814	4923	92.660000
TARA_ASE_MAG_00024	5868632	TARA_PON_MAG_00074	8988534	3814118	99.267477
TARA_ASE_MAG_00024	5868632	TARA_IOS_MAG_00074	2769398	7264	97.445034
TARA_ASE_MAG_00024	5868632	TARA_PSE_MAG_00140	12657102	28315	95.584279
TARA_ASE_MAG_00024	5868632	TARA_PON_MAG_00078	10631134	20896	96.598311
TARA_ASE_MAG_00024	5868632	TARA_RED_MAG_00114	9255642	8849	94.554043
TARA_ION_MAG_00027	2170694	TARA_PON_MAG_00064	2165453	3453	99.160000
TARA_RED_MAG_00027	967104	TARA_ANE_MAG_00014	946546	8255	99.540000
TARA_RED_MAG_00027	967104	TARA_ION_MAG_00011	957642	931481	99.608646
TARA_PSE_MAG_00048	2529742	TARA_PSW_MAG_00091	1990882	987858	99.155410
TARA_ION_MAG_00048	1573997	TARA_PSE_MAG_00100	2687641	4030	94.740000
TARA_PON_MAG_00034	2117274	TARA_PSE_MAG_00067	3908052	56896	94.913204
TARA_PON_MAG_00034	2117274	TARA_ANE_MAG_00075	3138207	2799	99.680000
TARA_PON_MAG_00034	2117274	TARA_PSE_MAG_00040	2900708	1812073	99.377566
TARA_PON_MAG_00034	2117274	TARA_IOS_MAG_00006	3234375	1954617	99.388507
TARA_PON_MAG_00034	2117274	TARA_ANW_MAG_00066	2299262	1460305	99.399374
TARA_PON_MAG_00034	2117274	TARA_PSW_MAG_00004	4269650	121461	96.679988
TARA_PON_MAG_00034	2117274	TARA_ASW_MAG_00031	2212212	2569	95.300000
TARA_PON_MAG_00034	2117274	TARA_IOS_MAG_00007	4062480	58683	94.698691
TARA_PON_MAG_00034	2117274	TARA_ASW_MAG_00009	3295614	1993372	99.376851
TARA_RED_MAG_00105	2068332	TARA_PSE_MAG_00077	2765508	12298	98.174212
TARA_RED_MAG_00105	2068332	TARA_PSE_MAG_00101	2557726	810900	98.938518
TARA_ASW_MAG_00033	2135916	TARA_PSE_MAG_00132	4212701	2859	100.000000
TARA_PSW_MAG_00030	4528474	TARA_PSE_MAG_00072	2625566	1149	94.430000
TARA_RED_MAG_00006	3754020	TARA_IOS_MAG_00070	2207053	86664	98.211995
TARA_RED_MAG_00006	3754020	TARA_ASE_MAG_00027	2072055	68757	98.156064
TARA_PSE_MAG_00069	2036447	TARA_ASW_MAG_00010	2239951	8779	99.990000
TARA_PSE_MAG_00069	2036447	TARA_ANE_MAG_00007	2448482	1792654	99.611421
TARA_PSE_MAG_00069	2036447	TARA_PON_MAG_00025	2557562	1802387	99.629423
TARA_PSE_MAG_00069	2036447	TARA_ION_MAG_00015	2980441	36101	99.865163
TARA_PSE_MAG_00069	2036447	TARA_SOC_MAG_00009	2111948	1513731	99.693363
TARA_PSE_MAG_00069	2036447	TARA_PSW_MAG_00063	2851959	1876601	99.700710
TARA_ION_MAG_00069	3836682	TARA_PSE_MAG_00117	3490265	3226907	99.606212
TARA_ION_MAG_00069	3836682	TARA_ASW_MAG_00028	3147825	2932393	99.569389
TARA_ION_MAG_00069	3836682	TARA_ANE_MAG_00084	4003387	3581386	99.627405
TARA_ION_MAG_00069	3836682	TARA_ASE_MAG_00023	3385614	3066500	99.589985
TARA_ION_MAG_00069	3836682	TARA_PON_MAG_00061	4476822	3674149	99.658651
TARA_ION_MAG_00069	3836682	TARA_PSW_MAG_00119	4122879	3637343	99.654134
TARA_PSW_MAG_00133	4053059	TARA_ANW_MAG_00083	2134347	1145141	99.377955
TARA_PSW_MAG_00133	4053059	TARA_ANE_MAG_00098	2344935	254826	98.981712
TARA_PSW_MAG_00133	4053059	TARA_ASE_MAG_00035	2004217	401709	99.085928
TARA_PSW_MAG_00133	4053059	TARA_ANE_MAG_00097	2132135	1079131	99.297844
TARA_PSW_MAG_00133	4053059	TARA_ASE_MAG_00033	2625458	43187	98.974064
TARA_PSW_MAG_00133	4053059	TARA_ION_MAG_00073	4042279	1666011	99.439589
TARA_PSW_MAG_00133	4053059	TARA_ANW_MAG_00085	2258924	321117	99.066794
TARA_PSW_MAG_00133	4053059	TARA_IOS_MAG_00076	2867483	294309	99.167790
TARA_PSW_MAG_00133	4053059	TARA_PSE_MAG_00147	2737533	1363524	99.416076
TARA_PSW_MAG_00133	4053059	TARA_IOS_MAG_00075	2967592	1296432	99.397219
TARA_ANW_MAG_00013	2062092	TARA_MED_MAG_00027	1825475	4171	97.660000
TARA_ANW_MAG_00081	2279971	TARA_ASW_MAG_00037	2179362	82197	98.805823
TARA_ANW_MAG_00081	2279971	TARA_ASW_MAG_00034	3334468	161592	98.644212
TARA_ANW_MAG_00081	2279971	TARA_ANE_MAG_00090	5559939	188367	98.474800
TARA_ANW_MAG_00081	2279971	TARA_ASE_MAG_00032	12391309	201244	98.448204
TARA_ANW_MAG_00081	2279971	TARA_ASW_MAG_00039	3501361	158769	98.512233
TARA_ION_MAG_00006	1398014	TARA_RED_MAG_00017	1486584	1111785	99.436861
TARA_ASE_MAG_00005	2140986	TARA_ION_MAG_00042	1865483	6389	97.625151
TARA_ASE_MAG_00005	2140986	TARA_RED_MAG_00040	2112073	10204	93.981431
TARA_ASE_MAG_00005	2140986	TARA_ANE_MAG_00005	2402163	2023886	99.643329
TARA_PSE_MAG_00098	3881530	TARA_ANE_MAG_00072	2555799	5090	99.610000
TARA_ION_MAG_00065	2471135	TARA_PSE_MAG_00142	3126293	13685	95.068077
TARA_ION_MAG_00065	2471135	TARA_PSE_MAG_00134	3312014	1223	98.690000
TARA_ION_MAG_00065	2471135	TARA_ASW_MAG_00030	2679253	2020079	99.616041
TARA_ION_MAG_00065	2471135	TARA_ASE_MAG_00006	2981946	1790259	99.491729
TARA_ION_MAG_00065	2471135	TARA_PSE_MAG_00143	2167782	1611736	99.578239
TARA_ION_MAG_00065	2471135	TARA_PON_MAG_00080	3162381	9776	98.713488
TARA_ION_MAG_00065	2471135	TARA_PSW_MAG_00062	3467416	11696	99.694000
TARA_ANW_MAG_00070	2068611	TARA_ANE_MAG_00094	2084911	6169	97.632846
TARA_ANW_MAG_00070	2068611	TARA_PSE_MAG_00106	3409887	2883	99.550000
TARA_RED_MAG_00098	2227220	TARA_PON_MAG_00050	2090795	893701	99.210935
TARA_RED_MAG_00098	2227220	TARA_PSW_MAG_00083	2531449	450704	98.965162
TARA_RED_MAG_00098	2227220	TARA_IOS_MAG_00044	2267338	1118017	99.263218
TARA_ASE_MAG_00009	1010836	TARA_ANW_MAG_00046	1302485	19905	91.944322
TARA_ASE_MAG_00009	1010836	TARA_PSE_MAG_00064	1246404	34513	91.522579
TARA_PON_MAG_00038	1532647	TARA_ASW_MAG_00014	1502364	857	94.750000
TARA_PSE_MAG_00109	2531001	TARA_ANW_MAG_00002	3031081	9978	97.996217
TARA_ANE_MAG_00046	1897268	TARA_MED_MAG_00100	1550195	3191	99.690000
TARA_ANE_MAG_00046	1897268	TARA_MED_MAG_00022	1808860	1245625	99.407888
TARA_IOS_MAG_00006	3234375	TARA_PSE_MAG_00067	3908052	7973	98.600000
TARA_IOS_MAG_00006	3234375	TARA_PSE_MAG_00040	2900708	2865407	99.869727
