name	individual	cohort	from	accession ID	genome_completion	genome_redundancy	num_splits	total length	t_phylum	t_class	t_order	t_family	t_genus	t_species	contigs_db_path
HMP_2137_SRS022137_bin.45	HMP_2137	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS022137	84.51	0.00	94	2021636	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS022137__bin.45.db
HMP_2137_SRS022137_bin.5	HMP_2137	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS022137	100.00	1.41	140	2907640	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS022137__bin.5.db
HMP_2137_SRS022137_bin.9	HMP_2137	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS022137	98.59	1.41	120	2614195	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp002492595	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS022137__bin.9.db
HMP_3040_SRS063040_bin.10	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	100.00	0.00	93	1918316	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Eubacterium	Eubacterium sp000436835	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.10.db
HMP_3040_SRS063040_bin.20	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	97.18	4.23	201	4091968	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.20.db
HMP_3040_SRS063040_bin.21	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	84.51	7.04	136	1994448	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.21.db
HMP_3040_SRS063040_bin.22	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	97.18	1.41	198	4404921	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.22.db
HMP_3040_SRS063040_bin.26	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	90.14	1.41	122	2638856	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus eutactus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.26.db
HMP_3040_SRS063040_bin.3	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	92.96	8.45	311	2332454	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	TF01-11	TF01-11 sp003529475	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.3.db
HMP_3040_SRS063040_bin.30	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	95.77	0.00	99	2152196	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.30.db
HMP_3040_SRS063040_bin.31	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	73.24	4.23	323	1871215	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.31.db
HMP_3040_SRS063040_bin.37	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	100.00	5.63	115	2443031	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.37.db
HMP_3040_SRS063040_bin.39	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	97.18	0.00	170	2146263	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.39.db
HMP_3040_SRS063040_bin.42	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	73.24	0.00	85	1365581	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.42.db
HMP_3040_SRS063040_bin.51	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	92.96	1.41	181	3718061	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.51.db
HMP_3040_SRS063040_bin.56	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	100.00	1.41	162	3279975	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella intestinihominis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.56.db
HMP_3040_SRS063040_bin.58	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	85.92	8.45	135	2692049	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.58.db
HMP_3040_SRS063040_bin.60	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	98.59	5.63	133	2478310	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.60.db
HMP_3040_SRS063040_bin.64	HMP_3040	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS063040	74.65	5.63	153	2446099	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS063040__bin.64.db
HMP_3214_SRS053214_bin.13	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	100.00	0.00	124	2726935	Firmicutes	Clostridia	Monoglobales	UBA1381	CAG-41	CAG-41 sp900066215	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.13.db
HMP_3214_SRS053214_bin.15	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	98.59	2.82	196	4069413	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.15.db
HMP_3214_SRS053214_bin.2	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	98.59	0.00	124	2717342	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.2.db
HMP_3214_SRS053214_bin.25	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	83.10	0.00	145	3077782	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes finegoldii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.25.db
HMP_3214_SRS053214_bin.30	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	100.00	2.82	106	2144144	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.30.db
HMP_3214_SRS053214_bin.31	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	95.77	0.00	91	2017716	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.31.db
HMP_3214_SRS053214_bin.35	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	85.92	5.63	349	2033540	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.35.db
HMP_3214_SRS053214_bin.38	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	95.77	8.45	257	2266166	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter welbionis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.38.db
HMP_3214_SRS053214_bin.42	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	70.42	7.04	249	2176679	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.42.db
HMP_3214_SRS053214_bin.44	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	94.37	1.41	341	1705185	Firmicutes	Clostridia	Christensenellales	QAND01	UMGS1975	UMGS1975 sp900546685	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.44.db
HMP_3214_SRS053214_bin.7	HMP_3214	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS053214	92.96	0.00	100	2085155	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS053214__bin.7.db
HMP_3411_SRS043411_bin.11	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	92.96	0.00	140	3048773	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.11.db
HMP_3411_SRS043411_bin.14	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	91.55	7.04	133	2743373	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.14.db
HMP_3411_SRS043411_bin.15	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	95.77	1.41	295	2296204	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	Gemmiger qucibialis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.15.db
HMP_3411_SRS043411_bin.2	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	97.18	0.00	121	2509439	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.2.db
HMP_3411_SRS043411_bin.20	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	78.87	1.41	93	1515231	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.20.db
HMP_3411_SRS043411_bin.21	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	85.92	22.54	130	2290270	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.21.db
HMP_3411_SRS043411_bin.23	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	95.77	0.00	107	2280596	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.23.db
HMP_3411_SRS043411_bin.26	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	97.18	1.41	333	1812887	Firmicutes	Clostridia	Christensenellales	QALW01	QALW01	QALW01 sp003150515	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.26.db
HMP_3411_SRS043411_bin.29	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	98.59	0.00	108	2008099	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.29.db
HMP_3411_SRS043411_bin.34	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	70.42	4.23	415	1299305	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.34.db
HMP_3411_SRS043411_bin.36	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	94.37	4.23	305	2156164	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UBA1394	UBA1394 sp900538575	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.36.db
HMP_3411_SRS043411_bin.37	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	100.00	0.00	141	2269130	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Parasutterella	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.37.db
HMP_3411_SRS043411_bin.44	HMP_3411	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS043411	83.10	5.63	484	2437197	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter welbionis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS043411__bin.44.db
HMP_4075_SRS024075_bin.10	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	98.59	0.00	130	2730172	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.10.db
HMP_4075_SRS024075_bin.11	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	98.59	1.41	175	3838273	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.11.db
HMP_4075_SRS024075_bin.12	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	92.96	1.41	180	2245432	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus sp003526955	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.12.db
HMP_4075_SRS024075_bin.17	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	84.51	2.82	82	1716319	Firmicutes	Clostridia	Christensenellales	Borkfalkiaceae	UBA7597	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.17.db
HMP_4075_SRS024075_bin.18	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	98.59	4.23	115	2298034	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003531585	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.18.db
HMP_4075_SRS024075_bin.19	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	98.59	5.63	146	2785731	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.19.db
HMP_4075_SRS024075_bin.2	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	97.18	1.41	169	2903371	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eubacterium	Eubacterium sp003491505	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.2.db
HMP_4075_SRS024075_bin.22	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	100.00	4.23	135	2642245	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.22.db
HMP_4075_SRS024075_bin.28	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	95.77	0.00	108	2286938	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.28.db
HMP_4075_SRS024075_bin.36	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	92.96	0.00	99	2063959	Cyanobacteria	Vampirovibrionia	Gastranaerophilales	Gastranaerophilaceae	CAG-306	CAG-306 sp000980375	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.36.db
HMP_4075_SRS024075_bin.38	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	100.00	2.82	181	3857553	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.38.db
HMP_4075_SRS024075_bin.4	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	90.14	1.41	227	1866910	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	None	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.4.db
HMP_4075_SRS024075_bin.44	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	77.46	1.41	165	3322461	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.44.db
HMP_4075_SRS024075_bin.7	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	98.59	0.00	168	2651913	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1375	UMGS1375 sp900066615	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.7.db
HMP_4075_SRS024075_bin.9	HMP_4075	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS024075	100.00	5.63	151	3178397	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS024075__bin.9.db
HMP_4287_SRS014287_bin.15	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	98.59	1.41	204	4361840	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.15.db
HMP_4287_SRS014287_bin.16	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	92.96	5.63	371	7243647	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.16.db
HMP_4287_SRS014287_bin.18	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	84.51	5.63	555	2516602	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	UBA1691	UBA1691 sp900544375	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.18.db
HMP_4287_SRS014287_bin.19	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	100.00	7.04	131	2667132	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira sp900316325	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.19.db
HMP_4287_SRS014287_bin.20	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	98.59	2.82	577	3098059	Firmicutes	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum sp001304995	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.20.db
HMP_4287_SRS014287_bin.22	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	94.37	0.00	117	2307897	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.22.db
HMP_4287_SRS014287_bin.28	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	90.14	1.41	131	2394511	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Mediterraneibacter	Mediterraneibacter torques	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.28.db
HMP_4287_SRS014287_bin.31	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	92.96	5.63	105	2268297	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.31.db
HMP_4287_SRS014287_bin.32	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	97.18	9.86	202	3719541	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.32.db
HMP_4287_SRS014287_bin.34	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	76.06	1.41	65	1388158	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.34.db
HMP_4287_SRS014287_bin.41	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	84.51	5.63	287	2375520	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	UMGS1370	UMGS1370 sp900542035	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.41.db
HMP_4287_SRS014287_bin.42	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	94.37	0.00	296	1959723	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus sp003531055	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.42.db
HMP_4287_SRS014287_bin.9	HMP_4287	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS014287	80.28	1.41	409	2073904	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Gemmiger	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS014287__bin.9.db
HMP_4956_SRS054956_bin.16	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	97.18	7.04	139	2818324	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter	None	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.16.db
HMP_4956_SRS054956_bin.2	HMP_4956	HEALTHY	Passoli et al. (doi:10.1016/j.cell.2019.01.001)	SRS054956	95.77	0.00	95	2129942	Firmicutes	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcus	Ruminococcus bromii	WATSON_ET_AL_CONTIGS_DBS_FOR_METABOLIC_COMPARISON/HMP_2012__SRS054956__bin.2.db
